created_at,text,anotasi,is_kecelakaan
Mon Jul 07 02:15:46 +0000 2025,"⚠️ HATI-HATI ADA MALING GAS ⚠️
Izin berbagi informasi, min.
Pagi ini, Senin, 7 Juli 2025, sekitar pukul 02.42 WIB, terjadi pencurian tabung gas melon 3 kg di lingkungan kami: Jalan Noto Sukarjo, Donoharjo, Ngaglik, Sleman.

📸 Ciri-ciri pelaku terekam kamera:
🔹 Laki-laki
🔹 Jaket abu-abu
🔹 Sarung hijau
🔹 Motor Suzuki Smash hitam-biru
🔹 Membawa kerombong kain

Kami khawatir pelaku tidak hanya beraksi di tempat kami, tapi juga di lingkungan lain. Karena itu, mohon bantu menyebarkan informasi ini agar kita bisa saling mengingatkan dan mengantisipasi.

🙏 Apalagi sasarannya adalah pelaku UMKM, yang kehilangan gas saja sudah sangat terasa dampaknya.

Sesulit apa pun kondisi ekonomi saat ini, mencuri bukanlah solusi.
Kami paham hidup sedang tidak mudah, tapi itu bukan alasan untuk merugikan orang lain.

🔐 Tetap waspada. Amankan rumah, warung, dan barang berharga Anda.",Etc,0
Mon Jul 07 02:05:42 +0000 2025,"Update informasi pencurian Pakaian Dalam di Tirtosari Kretek Bantul. Sabtu (5/7)

Pada hari Minggu malam Pelaku terungkap dan diamankan Polsek Kretek. Pelaku berinisial TR alias TIYOK warga Gadungan Pundong Bantul.

Kejadian bermula saat korban hendak angkat jemuran tetapi ada yang kurang. Saat cek CCTV sekira pukul 03.30 Wib ada seseorang yang mengambil pakaian dalam.

Jejak CCTV, Polsek Kretek melakukan penyelidikan dan didapatlah terduga pelaku.

Pakaian dalam yang diambil 1 celana dalam korban, 3 celana dalam putri korban dan 1 BH korban.

Pada hari Minggu (6/7) sekira pukul 22.00 Wib kedua belah pihak ditemukan dan korban memaafkan pelaku. Pelaku berjanji tidak akan mengulangi, tidak mengganggu dan menghubungi korban lagi. Apabila mengulangi bersedia diproses secara hukum. | @inengahjeffry92",Etc,0
Mon Jul 07 01:32:24 +0000 2025,"Saya mau menghimbau untuk para wisatawan yang ke pantai cemoro sewu,depok dan sekitarnya.untuk hati hati dengan ubur"" biru(Portuguese man o'war) karena(mungkin) sedang musim,takutnya membahayakan wisatawan lain yang ingin berlibur ke pantai tersebut.itu saja yang saya sampaikan https://t.co/kOKbVZy13L",Etc,0
Mon Jul 07 01:27:29 +0000 2025,"terjadi kecelakaan tdi subuh min, di depan alfamidi murangan, antara tukanh sayur dan tukang angkut sampah, kedua korban udh di bawa ke rs murangan

(fprimaaa) https://t.co/ZtAUcoToAo",Kecelakaan,1
Mon Jul 07 01:21:57 +0000 2025,"Pagi min. Ijin share info, semoga ada yg bisa bantu

Mohon pantauanya LuR..
Ada kemungkinan pergi ke Jogja

nama : MOZZA AXILLIA GUNARSA.
usia : ± 18 tahun.
pergi dengan mengendarai SPM VARIO 125 HITAM edisi tahun 2024.

informasi sekecil apapun dari anda, sangat membantu.
maturnuwun.",Etc,0
Sun Jul 06 20:38:37 +0000 2025,"[Breaking News] 03:19 info awal terjadi kecelakaan tunggal di seturan, sudah ada ambulan di lokasi. Tetap hati hati di jalan lur 

(Andrerhma) https://t.co/HLuWuQ7BFI",Kecelakaan,1
Sun Jul 06 19:16:44 +0000 2025,"Kegabutan malam ini , kepo sama tempat kejadian perkara mas mas pelayaran yang di datangi konco konco orange

(Theothersite__) https://t.co/IAzZntSbX2",Etc,0
Sun Jul 06 18:52:05 +0000 2025,"Ijin sharekan min ada yg kehilangan hp

 LOKASI HILANG: jl.kembaran timur mako damkar kasihan.

KRONOLOGI: sekira pukul 17.20wib pengendara R2 terkena lubang jalan dan hp terjatuh di sisi utara jalan.

CIRI FISIK: hp oppo A16 warna hitam dengan casing hitam garis² putih.

Bila ada yg melihat atau menemukan barang tersebut bisa hub 081326408917.

Sekian info dari saya dan semoga barang segera ditemukan🙏.",Etc,0
Sun Jul 06 18:24:59 +0000 2025,"Motor  tertukar di jalan Imogiri timur KM 10

Kronologi: Tadi waktu maghrib di bawa temen beli sayur 
Parkir di depan apotek wonokromo
Tapi pas balik motor yang di bawa berbeda dari asli menjadi motor yang di foto
Pemilik motor baru sadar jam 12 malam ini tadi kak, barangkali teman di sini ada yang tau sepeda motor tersebut?

(lionelshobleh)",Etc,0
Sun Jul 06 17:59:48 +0000 2025,"[Video] Lagu mas mas pelayaran 

(Dik.ashari) https://t.co/4bUnfDClke",Etc,0
Sun Jul 06 17:25:27 +0000 2025,"Part 2 
Kasus Pencurian Daleman di Tirtosari Kretek Bantul ,Yogyakarta
Sudah bertemu dengan pelaku dan sudah di selesaikan secara kekeluargaaan. Untuk video cctv harap untuk berhenti menyebarluaskan ,Terimakasih untuk pihak-pihak yang sudah membantu menangani kasus ini dan terimakasih untuk teman-teman yang sudah membantu up kasus ini.",Etc,0
Sun Jul 06 16:47:51 +0000 2025,🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🛵🛵🛵🛵🛵🛵🛵🛵🛵🛵🛵🛵🛵🛵🛵🛵🛵🛵🛵🛵🛵🛵🛵🛵🛵🛵🛵🛵🛵🛵🛵🛵🛵🛵🛵🛵🛵🛵🛵🛵🛵🛵🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️🛵🛵🛵🛵🛵🏍️🏍️🏍️🏍️🏍️🏍️🏍️🏍️💨💨💨,Etc,0
Sun Jul 06 16:36:19 +0000 2025,Retweet,Etc,0
Sun Jul 06 16:18:25 +0000 2025,"Lelang Ikan Nelayan Di Pantai Depok

Pesisir Depok merupakan obyek wisata pantai yang terletak di Kapanewon Kretek Kabupaten Bantul DIY. Pantai Depok terkenal akan pasar ikanya yang merupakan hasil tangkapan nelayan

Seperti pagi ini Sabtu, 5 Juli 2025 terlihat nelayan yang habis melaut langsung disambut wisatawan lokal untuk membeli ikan hasil tangkapannya seperti ikan Layur, kakap putih, banyar, lele laut, ikan sarden, tengiri, hiu kecil, udang jerbung, surung dll dengan sistem lelang

Salah satu pemilik perahu dan nelayan pak Mistok mereka berangkat melaut setelah sholat shubuh sudah persiapan dan mulai menyeting kapal dari jam 05.15 sd 06.00 dan melaut , sekitar jam 09.00 sd 13.00 (tergantung cuaca) mendarat dengan membawa hasil tangkapan ikanya

Ikan hasil tangkapan dari laut yang dijual kewisatawan yang jaulnya kadang selisih lebih tinggi dan menguntungkan daripada di jual ke TPI dengan harga yang sudah ditentukan .

Ikan hasil tangkapan adalah ikan segar yang banyak diburu wisatawan.

Wisata murah meriah, kapan terakhir ke pantai Depok, ramai pengunjung saat hari Sabtu - Minggu dan hari Libur Nasional ...

©️ 2025
(langitwasana)",Etc,0
Sun Jul 06 15:50:50 +0000 2025,"Polresta Sleman melakukan penahanan terhadap 3 pelaku tindak pidana secara bersama-sama melakukan penganiayaan terhadap seorang berinisial AML (22) yang merupakan rekan atau pacar seorang pengemudi ojek online Shopee.

Insiden penganiayaan yang terjadi pada Kamis malam (3/7/2025) telah dilaporkan oleh korban AML pada Jumat dini hari (4/7/2025) dan pada saat selesai membuat laporan korban AML belum sempat diambil keterangannya guna pemeriksaan, dikarenakan korban AML merasa lelah dan akan pulang ke Solo.

Kapolresta Sleman Kombes Pol. Edy Setyanto Erning Wibowo, S.I.K., M.H. mengatakan bahwa Penyidik telah merampungkan penyidikan, dan pada hari Minggu (6/7/2025) Satreskrim Polresta Sleman telah menahan 3 laki-laki pelaku penganiayaan TTW (25), RHW (32), dan RTW (58).

“Kami berkomitmen melakukan penegakan hukum secara profesional dan tidak mentolerir dan menindak tegas terhadap pelaku tindak kriminal,” imbuhnya.

(polrestasleman)",Etc,0
Sun Jul 06 15:16:52 +0000 2025,"Breaking news, baru saja laka tunggal di barat masjid agung bantul atau pasnya depan TK Al-Azhar, 1 korban luka di tangan, menurut info warga sekitar, pengendara tidak melihat ada jeglongan didepan, dan minimnya penerangan jalan (banyak spot gelap), luncuran 1 unit ambulance embun surga badegan bantul, sudah terkondisi di RS PKU Muhammadiyah Bantul 

(Fahrizaldi26)",Kecelakaan,1
Sun Jul 06 15:13:31 +0000 2025,"[Breaking News] 21:45Laka min.. Depan sma muhamadiyah 2 .. Kronologi kurang tau, Motornya yg 1 vario  yg 1 kurang tau.. Sudah ditangani 2 ambulan..  Sama polsek umbulharjo

(Rikkarafiansya) https://t.co/rDt4MlrFG8",Kecelakaan,1
Sun Jul 06 15:08:24 +0000 2025,"Laka tadi sore di jalan bantul selatan pom diro, motor vs motor, 2 korban dilarikan ke RS PKU Muhammadiyah Bantul kota dengan 2 ambulance, 1 unit dari PMI Bantul dan 1 unit ambulance embun surga badegan bantul https://t.co/tBEH0btBpg",Kecelakaan,1
Sun Jul 06 14:58:43 +0000 2025,"Konslet Trafo listrik di Jalan Kaliurang KM 5 malam ini sudah berhasil dikondisikan. Di depan Sipil Buntut Bu Menuk.

video: relawan | @babegini https://t.co/gXzJkufkZg",Etc,0
Sun Jul 06 14:40:59 +0000 2025,"Info kecelakaan min, tadi di Jalan Imogiri Barat di depan Toko Janitra Stationery. Bapak-bapak sudah lumayan sepuh naik sepeda sepertinya ""tersenggol"" mobil hatchback merah (mobil gagal nyalip jadinya bagian belakang ada kontak ke korban). Maaf posisi TNKB tidak tercapture karena jarak lumayan jauh. Korban sudah ditolong sama beberapa orang baik di lokasi dan semoga tidak ada luka serius Aamiin. Mobil yang terindikasi nyenggol ke arah utara, tadi ada mas2 ojol yang sepertinya juga mencoba ngejar.

Mohon username disamarkan ya min. Makasih 🙏🏻",Kecelakaan,1
Sun Jul 06 14:38:25 +0000 2025,"[Breaking new] 21:24 Terjadi Trafo njebluk di Jalan kaliurang bawah, persiapan listrik padam lur https://t.co/MkD7bntVpn",Etc,0
Sun Jul 06 13:53:33 +0000 2025,"Mendirikan tenda di dekat tebing memiliki risiko tinggi dan berbahaya. Seperti potensi longsor, risiko tertimpa batu yang jatuh, hingga gangguan dari hewan liar.

Tanah di dekat tebing cenderung tidak stabil, terutama saat hujan. Kondisi tanah yang basah dan licin dapat menyebabkan longsor, yang bisa menimpa tenda dan penghuninya.  Perubahan suhu ekstrem antara siang dan malam dapat menyebabkan batu di tebing retak dan jatuh.

Sebaiknya, hindari lokasi mendirikan tenda seperti dalam video, dan pilihlah area yang lebih luas dan datar yang cenderung aman.

(Moko_Ns)",Etc,0
Sun Jul 06 13:28:10 +0000 2025,Mas mas Pelayaran masih banyak tertulis di google Maps di daerah Godean Sleman https://t.co/CmovcgduPy,Etc,0
Sun Jul 06 13:17:53 +0000 2025,"Jalan Baron KM 03 Karangrejek macet lur, 19.47 WIB | 06/07  Matur nuwun  para wisatawan yang sudsh dolan ke gunungkidul, tetap hati-hati di jalan selamat sampai tujuan 

(wonosarikece) https://t.co/eL8bwsRVVo",Macet,0
Sun Jul 06 13:12:31 +0000 2025,"Min bantu posting nggih. Minta tolong itikad baiknya.

Saya tadi berhenti saat lampu merah di perempatan UPN dari arah selatan menuju arah FEB UII tiba-tiba ditabrak dari belakang dan saya ga menghiraukannya karena saya kira ditabrak ga sampe parah segitunya dan orangnya ga ada komunikasi buat itikad baiknya, tau taunya sampe pecah gitu.

Kejadian Minggu 6 Juli 2025 antara jam 18:24 - 18:29",Kecelakaan,1
Sun Jul 06 13:04:31 +0000 2025,"19:14 Diinfokan terdapat kecelakaan di jalan cepit, sewon, Bantul

Untuk tragedi belom diketahui
Indikasi perempuan

#Jogja #Yogyakarta #Merapi #Merapiuncover #Merapinews 
(nhwwwnnn) https://t.co/FMjGd9MHTo",Kecelakaan,1
Sun Jul 06 12:51:17 +0000 2025,"halo min, bisa minta tolong dibantu untuk up kejadian pencurian HP di wilayah Krapyak kulon, Panggungharjo, Sewon, Bantul ga ya min? ada rekaman cctv cuma untuk nomor plat agak blur karna kejadiannya ujan

Kronologi : 
Pelaku dari arah barat (panggung krapyak) ke timur, melihat kearah selatan (toko djohar kacamata) yng kebetulan saat itu toko buka namun sedang ditinggal ke kamar mandi sebentar, pelaku puter balik tepat didekat cctv jalan, lalu berhenti didepan ruko djohar kacamata kisaran pukul 15.59 WIB, pelaku menggunakan motor hitam (sepertinya motor gear seri terbaru), mengambil sebuah HP Realme C2 yang sedang dicharger dan disimpan dibawah meja milik adek saya, lalu pada pukul 16.01 pelaku pergi dr lokasi, dan tante saya menyadari hal tersebut saat kembali ke dalam toko melihat hanya tersisa chargernya saja. Untuk ciri pelaku 2 orang berboncengan, 1 orang kurus menggunakan kaos putih, lalu untuk yng 1 sedikit berisi menggunakan hoddie biru menggunakan helm, mereka pergi ke arah barat.
Kami sempat melakukan pelacakan namun koneksi terputus setelah kurang lebih 30menit kami memberikan peringatan melalui google dan melalukan pencarian.

Note untuk pelaku, kami masih sangat dengan senang hati apabila ingin mengembali barang tersebut dan meminta maaf, sebelum kami melakukan pelaporan atas tindak pencurian tersebut

mohon dengan sangat dapat dibantu ya min, terimakasih banyak sebelumnyaa🙏🏻",Etc,0
Sun Jul 06 12:45:59 +0000 2025,"Polresta Sleman resmi menetapkan Takbirdha Tsalasiwi Wartyana sebagai tersangka dalam kasus penganiayaan terhadap kurir Shopee Food.

“Iya (Takbirdha ditetapkan tersangka),” kata Kasat Reskrim Polresta Sleman AKP Wahyu Agha Ari Septyan, Minggu (6/7/2025).

Tak hanya itu, sejumlah pelaku perusakan mobil polisi dalam insiden kerusuhan di Bantulan, Sleman, juga ikut dijerat hukum.

Komentarmu, Dab!

(detikjogja_)",Etc,0
Sun Jul 06 12:25:14 +0000 2025,"kecelakaan motor sama motor di jalan kaliwaru selomartani sekitar jam 16.59,bapaknya sama anak istri,istrinya tidak sadarkan diri https://t.co/cJgveSGTLi",Kecelakaan,1
Sun Jul 06 10:55:25 +0000 2025,"min, saya td narik tunai di atm center ambarukmo, jumlahnya bbrp lembar ratusan salah satunya uang rusak gini. saya masukin ke setor tunai tertolak krn uangnya rusak, kira-kira ada yg pernah kejadian kaya gini ga ya? trs komplainnya kemana gt? sayang bgt soalnya :(

hide akunku ya min, nuwun🙏🏻",Etc,0
Sun Jul 06 10:19:21 +0000 2025,"[Breaking News] 17:05 terjadi kecelakaan di jalan Cangkringan bawah lur, tetap hati hati saat berkendara lur 

Korban kurang paham saya , kelihatannya kepala dari sisi belakang bocor , korban tidak sadar

Darah keluar trus dari sisi belakang kepala yang terbentur, ditutupin dengan kain agar tidak mengalir trus dari sepengetahuan penglihatan saya 🙏

(Anwribrahim__)",Kecelakaan,1
Sun Jul 06 09:34:40 +0000 2025,"16;25 Antrian masuk gerbang tol prambanan padat lur 

(Enjoy.ajahh) https://t.co/KfcsqoPv3p",Etc,0
Sun Jul 06 09:05:34 +0000 2025,"Langganan akan kemacetan. Pagi siang sore sampe malam, selalu seperti ini. Kasian umkm kecil disepanjang jalan ini, gara² dibikin satu arah jadi agak sepi. Giliran dibikin satu arah, malah menguntungkan salah satu pihak🙄 Oh iya, dibagian kiri jalan ada garis marka kuning zig-zag yang menandakan gak boleh parkir dikiri jalan hehe

Lokasi; Sagan

Hide nama ya min, terima kasih.",Macet,0
Sun Jul 06 08:00:47 +0000 2025,"Min titip info : 

Info Maling pleci Lur, TKP Balong Donoharjo / jl. Palagan tentara pelajar km 14, kejadian Minggu 6 Juli 2025 jam 03.43 . 

Burung-burung di curi : 
•  1 pleci Merapi jantan gacor + sangkar helopet hitam tebok putih
•  1 pleci Buxtomi betina + sangkar helopet hitam tebok putih 

Pelajaran buat saya + peringatan buat tmn2 yg burungnya tdk dimasukkan di rmh.",Etc,0
Sun Jul 06 07:25:57 +0000 2025,"[Breaking News] 14:12 info awal terjadi kecelakaan di jalan wonosari Km 8, mobil dengan mobil, kronologi menyusul.

Tetap hati hati lur, ingat yang tersayang selalu menunggumu di rumah.

(Efrat_tirta) https://t.co/cxfTQw7hjI",Kecelakaan,1
Sun Jul 06 06:52:13 +0000 2025,"Ketua RT 1 Bantulan, Efendi, menceritakan momen saat massa ojol geruduk rumah warga di Padukuhan Bantulan, Sidoarum, Godean, Sleman buntut kasus penganiayaan driver oleh pelanggan bernama Takbirdha.

Efendi menyebut awalnya massa mendatangi rumah Takbirdha yang berada di RT 3 sekitar tengah malam.

“Pertama malam, antara setengah 1 ke rumah Birdha. Sampai situ berlangsung sampai setengah 3 mereka ke Polresta sebagian yang di sini mereka nyusul ke Polresta jadi sini jalan sudah sepi,” ujar Efendi.

Efendi menyebut massa kembali dating pada Sabtu (5/7) subuh. Keributan kemudian pecah sekitar jam 05.00 WIB. Massa kemudian melampiaskan amarah ke mobil polisi yang parkir di depan gang. CCTV toko juga disebut kena pukul. Keributan justru terjadi di RT 1.

Meski tak ada warga yang terluka, namun ada beberapa properti warga yang rusak. Warga juga disebut syok akibat kejadian itu.

“Korban dari warga tidak ada, hanya psikis saja. Mereka kan jadi kaget jadi syok,” jelas Efendi.

Komentarmu, Dab!

(detikjogja_)",Etc,0
Sun Jul 06 06:44:09 +0000 2025,"min ijin curhat, Saya lagi bener2 rapuh . Saya merasa sendiri .Saya seorang ibu dari 2 orang anak, saya ngerasa kok hidup saya selalu buat nyenengin orang lain trus ngertiin mereka trus dan kenyataan nya keadaan lah yg membuat saya seperti  itu trus menerus . Awalnya saya ikhlas saya senang bisa berguna untuk semua orang orangtua sendiri  pasangan dan keluarga dari pasangan  saya .tapi ketika saya mengeluhkan sesuatu .mereka gamau dengar . apalagi pasangan saya ketika saya mengeluhkan saya capek saya juga butuh di  dukung . Saya juga butuh di nafkahi selayaknya perempuan lain,bukan terus2 an beban ini di letakan di pundak saya. Tapi yang ada pasangan lebih marah . Pasangan saya memang jarang marah dan terlihat seperti orang penyabar. Tapi ketika saya salah bicara sedikit dia selalu meledak ledak . Yang akhirnya kadang saya memilih memendam semua sendiri dan gabisa cerita ke siapa2 karena ortu kandung sendiri. .pun sama , Mereka maunya di dengar .

Tapi gamau mendengar sedikitpun curhatan apalagi keluh kesah saya. Saya saat ini capek . Berjuang sendiri buat memenuhi kebutuhan semuanya . tapi ga pernah di hargai . Gak pernah di dengar. Tapi seketika ingat kedua anak saya, saya gak mau hidup mereka susah nantinya . mau berpisah .. kadang saya mau pulang kemana ? Tapi bertahan saat ini sulit karena tidak ada dukungan dari siapapun  .

Saat ini saya sedang menderita penyakit yg kalo saya kebanyakan pikiran. Penyakit itu kambuh terus2 an . Tapi sepertinya gak ada yg peduli .. bahkan menghawatirkan keadaan sayapun tidak saya harus gimana min .. kasih saya alasan Bertahan hidup untuk 2 anak saya .

Tolong ya min di loloskan saat ini saya sedang rapuh .",Etc,0
Sun Jul 06 05:35:59 +0000 2025,"Antrian Pengunjung 
Gunung Andong 
6 Juli 2025

Lokasi Gunung Andong via Pendem 
Magelang Jawa Tengah 
. https://t.co/r3gWWEcDkd",Etc,0
Sun Jul 06 04:48:08 +0000 2025,"mimin pagi ini dapat pesan keluhan dan dimintai tolong untuk meng up sebuah kejadian di kepek wonosari gunungkidul yogyakarta. 

dalam pesan tersebut, seseorang menceritakan pengalaman tidak mengenakan yang dialami oleh adiknya pada minggu 6 Juli 2025 pagi. 

belum di ketahui secara pasti penyebab kejadian tersebut

mungkin ada yang mengenali atau ada yang tahu tentang kejadian selengkapnya? 

(fokusgunungkidul)",Etc,0
Sun Jul 06 04:38:22 +0000 2025,Sedang berlangsung acara labuhan dari Pakualaman Yogyakarta di pantai Glagah https://t.co/99UvwEGyhQ,Etc,0
Sun Jul 06 04:18:09 +0000 2025,"Saatnya mengeluarkan kata kata

Tulung nek koncomu mbuh Lanang opo wedok ketok lesu tur ora semangat dijak ngobrol ora di nengke wae

Meskipun Kowe ora isoh ngenehi solusi sak ora orane isoh dadi tempat berkeluh kesah koncomu kuwi.
Ben ora kedadeyan hal hal sek ora di pengeni",Etc,0
Sun Jul 06 04:00:48 +0000 2025,"[video] Kopdar Ambulance Lazizmu hari ini di pantai tol wolu dekat gumuk pasir 

(Angga_kusuma_7) https://t.co/TbS4t1ByJ2",Etc,0
Sun Jul 06 01:19:38 +0000 2025,"tlg himbauan, gamau generalisir pengguna brio tapi sering ketemu brio kelakuan agak gmn gitu hhe....
posisi di perempatan hayamwuruk dekat jambuluwuk hotel...
Kronologi sblm sampai bangjo, posisi mobil yg di depan dan brio ini kek kepotong lampu merah, trus pas saya sampai lampu merah liat brio miring2 gini saya kasih space, saya dan mobil di sebelah saya (ga ikut di video) udah ngasih space buat si brio tak kira dia tu mau mundur trus maju dikit benerin posisi apa gimana biar ga mereng2 amat lah...tp trnyata tetap begitu sampai lampu ijo 😭, bagian blkg mobil itu juga lebih marka jalan makan jalan org lain lah itunganny, apalagi kita tau perempatan ini jalannya sempit bgt, emg sih posisi saat itu ga sampe yg bikin macet. Tp yaa cara berkendara nya aja yg maaf agak aneh, kan pas belajar mobil dia pasti belajar kalo gaboleh sembrono dan makan marka jalan ya mau mobil gede ataupun kecil sekalipun 😃

Mudah2an ga ketemu lg pengguna mobil ginian ya kak",Macet,0
Sun Jul 06 01:14:42 +0000 2025,"terjadi tabrakan mobil di depan Gardu PLN Jalan Kaliurang KM 8 Banteng jam 05.30an, Minggu 6 Juli 2025

Kronologi belum begitu paham karena hanya pas lewat. 

(Langitwasana) https://t.co/2HCdMknGIH",Kecelakaan,1
Sun Jul 06 01:00:00 +0000 2025,permintaan maaf Ojol terhadap warrga bantulan jalan godean atas insiden yang terjadi tanggal 5 kemarin https://t.co/atn6xVZhCm,Etc,0
Sat Jul 05 19:31:11 +0000 2025,"Breaking News Pantauan Dari Tugu Siyono Pukul 02.00 Dini Hari Terpantau....

Monggo tolong dijaga ketenangan Jam istirahat Masyarakat sedulur seng nduwe....

(Info_gunungkidul) https://t.co/mhkTx15iT4",Etc,0
Sat Jul 05 19:17:17 +0000 2025,"[Breaking News] 02:01 sedikit ribut ribut terkait knalpot breng 
lokasi: jln abu bakar deket angkringan pak tomi malioboro https://t.co/JBtST0TQIj",Etc,0
Sat Jul 05 18:47:47 +0000 2025,"Perform Ngestirahayu Turonggo Manunggal di Medelan Umbulmartani Ngemplak Sleman Malam ini

(Hariprast_) https://t.co/6WhA1kOtPG",Etc,0
Sat Jul 05 18:36:00 +0000 2025,"00:20 baru saja kejadian cek cok di perempatan wirobrajan. Kronologi kirang tau tadi pas lewat dan tak memunkinkan untuk bertanya mungkin ada yang tahu ?

Hide name ya min.💥 https://t.co/F3pXQpQf4t",Etc,0
Sat Jul 05 18:23:38 +0000 2025,"Mohon bantuannya.

Perempuan bernama Wahyu hilang sejak pulang kerja pukul 16.00 WIB.
Terakhir terlihat dari arah Mulo ke Gunungkacangan, sempat ke SPBU Karangasem.
Mengendarai motor Beat FI merah tahun 2013.
Sampai saat ini belum sampai rumah dan tidak bisa dihubungi.

Jika ada informasi, segera hubungi:
0882 1541 6893

(Paturrohma__)",Etc,0
Sat Jul 05 18:22:07 +0000 2025,"ROCKET CHICKEN GODEAN BERSHOLAWAT

ada yang hadir tadi?

(Dronemajelis) https://t.co/iF4s3nwSuh",Etc,0
Sat Jul 05 16:59:54 +0000 2025,Dikulinakake sabar ojo koyo mas mas pelayaran https://t.co/aj953psLcP,Etc,0
Sat Jul 05 15:50:28 +0000 2025,"[Breaking News] 22:45 beberapa wilayah lereng Merapi saat ini hujan abu  tipis diantaranya terpantau di Ngori, Kemiren dan juga Tunggularum",Etc,0
Sat Jul 05 15:11:53 +0000 2025,"mau memberi informasi luar ,kondisi terkini lalulintas jl sidomoyo acara pengajian di rocket chiken https://t.co/ARoeCqO30w",Etc,0
Sat Jul 05 14:48:44 +0000 2025,Paska viralnya mas mas pelayaran kini di maps pun banyak bermunculan titik titik mas pelayaran | @obiezul1 https://t.co/3nXRctGqqT,Etc,0
Sat Jul 05 14:06:43 +0000 2025,terpantau macet daerah RS PKU menuju nol km | @Kyumamikotho https://t.co/4kGM16NCvK,Macet,0
Sat Jul 05 12:08:53 +0000 2025,"Min tolong lolosin biar bisa buat pembelajaran bersama..

Hari ini aku kecelakaan tunggal di jalan palagan, leherku kesangkut kabel wifi yang baru mau dipasang..

Kronologi mereka nyebrang bawa kabel, dan awalnya posisi kabel udah di atas, kendaraan depanku juga lewat dengan selamat. Apesnya pas aku lewat kabelnya jatuh (kata masnya) dan kena ke leherku.

Kondisi luka luka di leher, lengan kanan kiri, punggung, sama kaki kanan..

Kondisi motor remuk 🥲

Pesen buat semuanya aja terutama petugas lapangan yang sering masang kabel/tali di jalan, sisain seenggaknya 1 orang buat ngatur lalu lintas, karena kalo udah kejadian kaya gini udah bahaya banget.

🥲🥲🥲

*Btw mas-masnya udah tanggungjawab bayar pengobatanku + benerin motorku. Jadi udah damai. Postingan ini buat pengingat aja buat semuanya untuk ekstra hati hati, karena udah hati-hati aja begini..

(Avocaduh)",Kecelakaan,1
Sat Jul 05 11:41:06 +0000 2025,"Menindaklanjuti postingan dari mbak @chacha.ersa___ perihal kejadian tindak kurang menyenangan dan meresahkan yang terjadi pada ibu2 di Pelemsewu Sewon Bantul pada hari Jumat 20 Juni dan 4 Juli 2025.

Kejadian ini sudah diselesaikan secara kekeluargaan, kedua belah pihak sudah ditemukan dan didampingi Bhabinkamtibmas. Sabtu (5/7)

Diduga pelaku LHT (31) asal Sewon alami keterbelakangan mental dan diketahui sejak usia 12th. Adik dari terduga pelaku sudah datang dan meminta maaf ke korban beserta keluarga.

Terima kasih kepada pihak yang membantu menyelesaikan masalah. Bila mengetahui atau mengalami tindak pidana di wilayah Bantul dapat menguhubungi call center Polri di 110 atau hotline Polres Bantul di 0856 00479110. | @inengahjeffry92",Kecelakaan,1
Sat Jul 05 10:32:30 +0000 2025,"[INFO ORANG HILANG – MOHON BANTUANNYA]
 
Ibu kami, Hilda Ningsih 62 th pensiunan PNS, hilang sejak Rabu,2Juli 2025 sekitar pukul 14.00-17.00 WIB dari rumah di Karangmojo,Purwomartani. Diduga pergi pakai mobil Gocar/Taxi.

🧠 Beliau memiliki riwayat demensia (pikun) & gangguan emosi,impulsif, bingung arah dan bisa menyampaikan cerita-cerita sedih yang tidak sesuai kenyataan, bisa berpura -pura mjd orang yg terlantar butuh tempat tinggal

 Ciri mencolok:
•Membawa banyak barang: kontainer besar( warna putih dg tutup warna ungu),tas laundry kuning,ransel warna hitam merah
•Tidak bawa HP & uang

⚠️ Ini kali ketiga beliau meninggalkan rumah tanpa sepengetahuan kami. Kami sudah berusaha semaksimal mungkin menjaga namun dg kondisi medisnya ,membuat situasi ini sangat sulit.
Jika bertemu, mohon jangan dilepas sendirian.Tunggu sampai kami datang🙏

📞 Hubungi: Dyan +62 822 42010215

Mohon bantu share info ini. Terima kasih atas bantuan dan kepeduliannya 🙏",Etc,0
Sat Jul 05 07:58:56 +0000 2025,"min td ada tabrak lari dikejar ojol sm korban, saya gatau kronologinya cuman udah kejar2 an dari jl area kampus uny, udah dipepet di jl moses masih maksa kabur pajero nya

(Arifhartavian) https://t.co/HVXonaIGjQ",Etc,0
Sat Jul 05 07:07:01 +0000 2025,"Seorang warga desa kajar wonosari gunungkidul tercebur sumur sedalam 20 meter sabtu 5 Juli siang. Team gabungan dari relawan BPBD dan damkar menerjunkan seorang relawan https://t.co/SVdVWqwLZk  untuk meng evakuasi korban

Evakuasi dilakukan dengan cara manual yakni dengan menarik relawan dan korban menggunakan tali

Korban berhasil di evakuasi dalam kondisi selamat

(fokusgunungkidul)",Etc,0
