"Unnamed: 0","annotation_id","annotator","created_at","id","is_kecelakaan","label","lead_time","text","updated_at"
283,152,"1","2025-07-10T13:39:13.207795Z",505,1.0,"[{""start"":342,""end"":356,""text"":"" jl. opak raya"",""labels"":[""LOC""]},{""start"":294,""end"":321,""text"":""MBS Ar Fachrudin Prambanan "",""labels"":[""LOC""]},{""start"":321,""end"":330,""text"":""bokoharjo"",""labels"":[""LOC""]}]",51.255,"min mau lapor ibu saya baru aja kena pelecehan seksual. jadi hari senin, 7 juli 2025 sekitar jam 21.00 an niatnya mau mengembalikan motor temen ibu saya di area kalasan. nah ibu saya pergi duluan saya nyusul pake motor lain karna biar pulangnya saya boncengin ibu saya. pas sampe jalan sekitar MBS Ar Fachrudin Prambanan bokoharjo mau ke arah jl. opak raya yg pada dasarnya emg gelap dari belakang ibu saya ada mas"" naik motor matic, helm putih, celana jeans, jaket hitam, perawakan agak berisi, sepertinya masih muda. dikira itu saya makanya ibu saya pelan-pelan pas udh deket malah mepet trs megang bagian depan, ibu saya kaget jatuh ke pinggir sawah ketimpa motor, pelaku lgsg pergi ngebut. ibu saya bangun sndrian ga ada yg nolong karna jalan sepi dan gelap akhirnya ibu saya puter balik trs ketemu saya yg lagi nyusulin. niatnya mau saya kejar tapi udh pergi dan posisi ibu saya sendirian jadi akhirnya kami pulang lapor ke rt. sayangnya ibu saya ga liat plat motornya karna posisi keburu jatuh dan gelap. buat tmn"" terutama cewek klo lewat jalan sepi malam"" lebih hati"" krn kejahatan skrg ga mandang gender, penampilan, bahkan umur. ga habis pikir aja ada org jahat otak kotor kolot ngelakuin hal menjijikkan ke orang tua. pdhl ibu saya berhijab, berpenampilan biasa sopan. berdoa bgt semoga pelaku dpt ganjarannya","2025-07-10T13:39:13.207843Z"
285,153,"1","2025-07-10T13:39:55.650779Z",506,1.0,"[{""start"":44,""end"":57,""text"":""jln srandakan"",""labels"":[""LOC""]},{""start"":73,""end"":82,""text"":""srandakan"",""labels"":[""LOC""]},{""start"":93,""end"":106,""text"":""pandak Bantul"",""labels"":[""LOC""]}]",41.56,"[Breaking News] 22:0 terjadi laka lantas di jln srandakan tepate dijalan srandakan barat pom pandak Bantul korban mbak2 akibat aspal jalannya bergelombang mohon untuk dinas terkait untuk bisa mengkondisikan supaya tidak ada korban lagi

(Fehbriifehbrii) https://t.co/8sth9jkwyz","2025-07-10T13:39:55.650837Z"
293,154,"1","2025-07-10T13:40:04.028112Z",507,1.0,"[{""start"":47,""end"":95,""text"":""panti asuhan yatim putra muhammadiyah yogyakarta"",""labels"":[""LOC""]}]",7.529,"[Breaking News]16:54terjadi kecelakaan didepan panti asuhan yatim putra muhammadiyah yogyakarta lowanu min

kronologinya belum tau min, tetap hati hati saja saat berkendara

(Raflyfdillah) https://t.co/0S3F39juiX","2025-07-10T13:40:04.028215Z"
309,155,"1","2025-07-10T13:40:12.152927Z",508,1.0,"[{""start"":43,""end"":60,""text"":""alfamidi murangan"",""labels"":[""LOC""]}]",7.391,"terjadi kecelakaan tdi subuh min, di depan alfamidi murangan, antara tukanh sayur dan tukang angkut sampah, kedua korban udh di bawa ke rs murangan

(fprimaaa) https://t.co/ZtAUcoToAo","2025-07-10T13:40:12.153004Z"
311,156,"1","2025-07-10T13:40:20.076090Z",509,1.0,"[{""start"":62,""end"":69,""text"":""seturan"",""labels"":[""LOC""]}]",7.204,"[Breaking News] 03:19 info awal terjadi kecelakaan tunggal di seturan, sudah ada ambulan di lokasi. Tetap hati hati di jalan lur 

(Andrerhma) https://t.co/HLuWuQ7BFI","2025-07-10T13:40:20.076137Z"
321,157,"1","2025-07-10T13:40:36.455566Z",510,1.0,"[{""start"":47,""end"":68,""text"":""masjid agung bantul a"",""labels"":[""LOC""]},{""start"":85,""end"":97,""text"":""TK Al-Azhar,"",""labels"":[""LOC""]}]",15.664,"Breaking news, baru saja laka tunggal di barat masjid agung bantul atau pasnya depan TK Al-Azhar, 1 korban luka di tangan, menurut info warga sekitar, pengendara tidak melihat ada jeglongan didepan, dan minimnya penerangan jalan (banyak spot gelap), luncuran 1 unit ambulance embun surga badegan bantul, sudah terkondisi di RS PKU Muhammadiyah Bantul 

(Fahrizaldi26)","2025-07-10T13:40:36.455613Z"
322,158,"1","2025-07-10T13:40:46.607002Z",511,1.0,"[{""start"":38,""end"":55,""text"":""sma muhamadiyah 2"",""labels"":[""LOC""]}]",9.36,"[Breaking News] 21:45Laka min.. Depan sma muhamadiyah 2 .. Kronologi kurang tau, Motornya yg 1 vario  yg 1 kurang tau.. Sudah ditangani 2 ambulan..  Sama polsek umbulharjo

(Rikkarafiansya) https://t.co/rDt4MlrFG8","2025-07-10T13:40:46.607092Z"
323,159,"1","2025-07-10T13:41:00.771716Z",512,1.0,"[{""start"":18,""end"":38,""text"":""jalan bantul selatan"",""labels"":[""LOC""]},{""start"":39,""end"":47,""text"":""pom diro"",""labels"":[""LOC""]}]",13.461,"Laka tadi sore di jalan bantul selatan pom diro, motor vs motor, 2 korban dilarikan ke RS PKU Muhammadiyah Bantul kota dengan 2 ambulance, 1 unit dari PMI Bantul dan 1 unit ambulance embun surga badegan bantul https://t.co/tBEH0btBpg","2025-07-10T13:41:00.771778Z"
325,160,"1","2025-07-10T13:41:09.721210Z",513,1.0,"[{""start"":29,""end"":48,""text"":""Jalan Imogiri Barat"",""labels"":[""LOC""]}]",8.194,"Info kecelakaan min, tadi di Jalan Imogiri Barat di depan Toko Janitra Stationery. Bapak-bapak sudah lumayan sepuh naik sepeda sepertinya ""tersenggol"" mobil hatchback merah (mobil gagal nyalip jadinya bagian belakang ada kontak ke korban). Maaf posisi TNKB tidak tercapture karena jarak lumayan jauh. Korban sudah ditolong sama beberapa orang baik di lokasi dan semoga tidak ada luka serius Aamiin. Mobil yang terindikasi nyenggol ke arah utara, tadi ada mas2 ojol yang sepertinya juga mencoba ngejar.

Mohon username disamarkan ya min. Makasih 🙏🏻","2025-07-10T13:41:09.721258Z"
330,161,"1","2025-07-10T13:41:33.106266Z",514,1.0,"[{""start"":94,""end"":108,""text"":""perempatan UPN"",""labels"":[""LOC""]},{""start"":139,""end"":146,""text"":""FEB UII"",""labels"":[""LOC""]}]",22.637,"Min bantu posting nggih. Minta tolong itikad baiknya.

Saya tadi berhenti saat lampu merah di perempatan UPN dari arah selatan menuju arah FEB UII tiba-tiba ditabrak dari belakang dan saya ga menghiraukannya karena saya kira ditabrak ga sampe parah segitunya dan orangnya ga ada komunikasi buat itikad baiknya, tau taunya sampe pecah gitu.

Kejadian Minggu 6 Juli 2025 antara jam 18:24 - 18:29","2025-07-10T13:41:33.106314Z"
331,162,"1","2025-07-10T13:41:45.930349Z",515,1.0,"[{""start"":39,""end"":50,""text"":""jalan cepit"",""labels"":[""LOC""]},{""start"":52,""end"":57,""text"":""sewon"",""labels"":[""LOC""]},{""start"":59,""end"":65,""text"":""Bantul"",""labels"":[""LOC""]}]",12.043,"19:14 Diinfokan terdapat kecelakaan di jalan cepit, sewon, Bantul

Untuk tragedi belom diketahui
Indikasi perempuan

#Jogja #Yogyakarta #Merapi #Merapiuncover #Merapinews 
(nhwwwnnn) https://t.co/FMjGd9MHTo","2025-07-10T13:41:45.930427Z"
334,163,"1","2025-07-10T13:41:56.624516Z",516,1.0,"[{""start"":31,""end"":57,""text"":""jalan kaliwaru selomartani"",""labels"":[""LOC""]}]",9.9,"kecelakaan motor sama motor di jalan kaliwaru selomartani sekitar jam 16.59,bapaknya sama anak istri,istrinya tidak sadarkan diri https://t.co/cJgveSGTLi","2025-07-10T13:41:56.624597Z"
336,164,"1","2025-07-10T13:42:05.913508Z",517,1.0,"[{""start"":44,""end"":61,""text"":""jalan Cangkringan"",""labels"":[""LOC""]}]",8.45,"[Breaking News] 17:05 terjadi kecelakaan di jalan Cangkringan bawah lur, tetap hati hati saat berkendara lur 

Korban kurang paham saya , kelihatannya kepala dari sisi belakang bocor , korban tidak sadar

Darah keluar trus dari sisi belakang kepala yang terbentur, ditutupin dengan kain agar tidak mengalir trus dari sepengetahuan penglihatan saya 🙏

(Anwribrahim__)","2025-07-10T13:42:05.913588Z"
340,165,"1","2025-07-10T13:42:15.188584Z",518,1.0,"[{""start"":54,""end"":73,""text"":""jalan wonosari Km 8"",""labels"":[""LOC""]}]",8.535,"[Breaking News] 14:12 info awal terjadi kecelakaan di jalan wonosari Km 8, mobil dengan mobil, kronologi menyusul.

Tetap hati hati lur, ingat yang tersayang selalu menunggumu di rumah.

(Efrat_tirta) https://t.co/cxfTQw7hjI","2025-07-10T13:42:15.188632Z"
349,166,"1","2025-07-10T13:42:29.570444Z",519,1.0,"[{""start"":42,""end"":62,""text"":""Jalan Kaliurang KM 8"",""labels"":[""LOC""]}]",13.655,"terjadi tabrakan mobil di depan Gardu PLN Jalan Kaliurang KM 8 Banteng jam 05.30an, Minggu 6 Juli 2025

Kronologi belum begitu paham karena hanya pas lewat. 

(Langitwasana) https://t.co/2HCdMknGIH","2025-07-10T13:42:29.570529Z"
362,167,"1","2025-07-10T13:42:39.357210Z",520,1.0,"[{""start"":92,""end"":106,""text"":"" jalan palagan"",""labels"":[""LOC""]}]",9.065,"Min tolong lolosin biar bisa buat pembelajaran bersama..

Hari ini aku kecelakaan tunggal di jalan palagan, leherku kesangkut kabel wifi yang baru mau dipasang..

Kronologi mereka nyebrang bawa kabel, dan awalnya posisi kabel udah di atas, kendaraan depanku juga lewat dengan selamat. Apesnya pas aku lewat kabelnya jatuh (kata masnya) dan kena ke leherku.

Kondisi luka luka di leher, lengan kanan kiri, punggung, sama kaki kanan..

Kondisi motor remuk 🥲

Pesen buat semuanya aja terutama petugas lapangan yang sering masang kabel/tali di jalan, sisain seenggaknya 1 orang buat ngatur lalu lintas, karena kalo udah kejadian kaya gini udah bahaya banget.

🥲🥲🥲

*Btw mas-masnya udah tanggungjawab bayar pengobatanku + benerin motorku. Jadi udah damai. Postingan ini buat pengingat aja buat semuanya untuk ekstra hati hati, karena udah hati-hati aja begini..

(Avocaduh)","2025-07-10T13:42:39.357261Z"
363,168,"1","2025-07-10T13:43:03.360805Z",521,1.0,"[{""start"":136,""end"":159,""text"":""Pelemsewu Sewon Bantul "",""labels"":[""LOC""]}]",21.432000000000002,"Menindaklanjuti postingan dari mbak @chacha.ersa___ perihal kejadian tindak kurang menyenangan dan meresahkan yang terjadi pada ibu2 di Pelemsewu Sewon Bantul pada hari Jumat 20 Juni dan 4 Juli 2025.

Kejadian ini sudah diselesaikan secara kekeluargaan, kedua belah pihak sudah ditemukan dan didampingi Bhabinkamtibmas. Sabtu (5/7)

Diduga pelaku LHT (31) asal Sewon alami keterbelakangan mental dan diketahui sejak usia 12th. Adik dari terduga pelaku sudah datang dan meminta maaf ke korban beserta keluarga.

Terima kasih kepada pihak yang membantu menyelesaikan masalah. Bila mengetahui atau mengalami tindak pidana di wilayah Bantul dapat menguhubungi call center Polri di 110 atau hotline Polres Bantul di 0856 00479110. | @inengahjeffry92","2025-07-10T13:43:03.360879Z"
370,169,"1","2025-07-10T13:43:19.756459Z",522,1.0,"[{""start"":68,""end"":77,""text"":""Jl. Wates"",""labels"":[""LOC""]},{""start"":93,""end"":116,""text"":""SGPLB Kalibayem Kasihan"",""labels"":[""LOC""]}]",15.605,"Ijin melaporkan pasien Mr. X tanpa identitas korban laka tunggal di Jl. Wates tepatnya depan SGPLB Kalibayem Kasihan. Pasien saat ini kondisinya blm sadarkan diri. Sudah mendapatkan pertolongan dirawat di ICU RS PKU Muhammadiyah Gamping.
Mohon dibantu untuk posting agar segera mendapatkan titik temu keluarganya. Terimakasih Admin.","2025-07-10T13:43:19.756506Z"
398,170,"1","2025-07-10T13:43:31.023638Z",523,1.0,"[{""start"":51,""end"":61,""text"":""sentolo kp"",""labels"":[""LOC""]}]",10.518,"ijin menyampaikan lur ada kecelakaan kereta api di sentolo kp pada pukul 19.20an korban simbah simbah kondisi korban meninggal karena benturan yang keras https://t.co/yttCoud6RH","2025-07-10T13:43:31.023698Z"
399,171,"1","2025-07-10T13:43:46.126899Z",524,1.0,"[{""start"":86,""end"":107,""text"":"" jl. Kaliurang km 4,5"",""labels"":[""LOC""]}]",14.391,"Min minta tolomg untuk dinas terkait bisa benar benar membenahi traffic light / bangjo jl. Kaliurang km 4,5 yg utara hampir 1 bulan kok sering erornya. Rawan kecelakaan karena alur traffic lightnya arah jarum jam. Tulung tenan min. Timbangane resiko. https://t.co/V0KV7uiL8q","2025-07-10T13:43:46.126962Z"
402,172,"1","2025-07-10T13:43:53.004627Z",525,1.0,"",6.153,"Selamat sore min

Ijin memosting video trans jogja yang berasap tebal. Dari 2017 sudah mengaspal dan dari pihak dishub  belum ada rencana diperemajaain min.... Saya dari tadi naik motor dibelakang bus ini, muka saya kotor dan jadi ber-abu

Hide akun saya ya min https://t.co/wlGXosXorK","2025-07-10T13:43:53.004706Z"
404,173,"1","2025-07-10T13:44:00.848345Z",526,1.0,"[{""start"":8,""end"":22,""text"":""ringroad utara"",""labels"":[""LOC""]},{""start"":24,""end"":49,""text"":""timur underpass kentungan"",""labels"":[""LOC""]}]",7.11,"Laka di ringroad utara, timur underpass kentungan, sudah ada polisi untuk evakuasi 

(Bektinuegroho) https://t.co/hIvdADtLQV","2025-07-10T13:44:00.848425Z"
406,174,"1","2025-07-10T13:44:12.530793Z",527,1.0,"[{""start"":36,""end"":48,""text"":""stasiun tugu"",""labels"":[""LOC""]}]",10.775,"barusan banget min, jalan menuju ke stasiun tugu. Motor posisi jalan tiba tiba senar melilit ke leher saya, sampe ngerem mendadak dan jatuh terkena mobil di depan saya. Korban bukan cuma saya, dibelakang saya ada grab kakinya terlilit senar gelasan tsb

(Notime.4romance) https://t.co/6ml7avNwi3","2025-07-10T13:44:12.530868Z"
407,175,"1","2025-07-10T13:44:28.037000Z",528,1.0,"[{""start"":64,""end"":78,""text"":""timur underpas\\n"",""labels"":[""LOC""]}]",14.761,"[Breaking News] 15:09 terjadi laka mobil naik pembatas jalan di timur underpas

(Glanvalbertx_) https://t.co/v6MkJdrr7H","2025-07-10T13:44:28.037054Z"
416,176,"1","2025-07-10T13:44:36.916833Z",529,1.0,"",8.126,"Hallo min,ak mau curhat lah min soalnya udh risih bangett,
Jdi gini min thun kmren ak smpet kenal sm cewek dia ngekos di kalasan,nah dia tu kliah di jogja ini di salah stu kmpus yg kmpus ke2 tu pkoknya gk jauh dri std maguwo,
Trs dlu tu cmn chtingn smnggu krng lbih abis itu ktmuan pun cumn skli truss lost contact,gk ada lg kbr kbran atau ktmuan abis ituu ,
Nah yg jdi mslahnya trnyta dithun ini tu dri mnggu belakang ada no masuk spam tlpon ke hp saya,saya gk knal kan 
Saya cek lah di getcontact tp namanya pnipuan,tp no nya beda beda trus yg spam ke hp saya itu trus ada wktu itu saya angkat tlponnya trnyata itu adalah admin pinjol,dia nanyain tentang si cewek itu tdi 
Ktanya kenal gk sama nama cewek itu tdi,saya tnya alamtnya mana jogja kta admin pnjolnya kan,yaudh krna gk mau bsa bsi sya jawab aja gk kenal
Saya pikir setelah itu bakalan selsai,eh ternyata smpe skrg no adm pnjol yg selalu gonta ganti itu selalu nelpon ke saya dan anehnyaa
Ini aneh banget min ya adm pnjol itu nelponnya di Sim kedua saya,nah sedangkan sim kdua saya itu bru beli,saya belinya setelah gk ada hbungn lg sma tu cewek,
Dn bner bner stu orng pun gk ada yg tau sm itu no 
Tp kok si adm pnjol itu tdi bisa tau no saya dn bisa menanyakan ke saya tentang si cewek itu tdi
Saya risih nya di spam tlpon truss tiap hari,
Tolong lah kalian para cewek cewek kalo hdup dkota orng gk ush ngikutin gengsi klo miskin ya miskin aja gk ush sok kaya dengn pinjol pinjol
Kalo kek gini kan saya jg bngung min saya gk mnjam tp yg di teror trus menerus saya,saya jg risih diteror tlpon tiap hri ada mngkin spluh klian mreka nlponi saya
Kalo bisa di up ya min buat pelajaran,nama si cewek itu sundari novita anggraeni
Biarin aja klo mau di up gk ush di sensor nama tu cewek
Sensor aja username dn profil saya min,terima kasih","2025-07-10T13:44:36.916880Z"
417,177,"1","2025-07-10T13:45:05.684072Z",530,1.0,"[{""start"":25,""end"":50,""text"":""Alfamidi barat Pom siyono"",""labels"":[""LOC""]},{""start"":51,""end"":58,""text"":"" Playen"",""labels"":[""LOC""]},{""start"":60,""end"":71,""text"":""Gunungkidul"",""labels"":[""LOC""]}]",27.948,"Kecelakaan truk di depan Alfamidi barat Pom siyono, Playen, Gunungkidul. Truk kuning ini menabrak truk tronton/kontainer yang saat itu tengah terparkir di depan Alfamidi sekitar pukul 03.00 WIB. Korban telah di bawa ke RSUD untuk mendapatkan perawatan.

Kondisi truk pun mengalami ringsek perah dibagian depannya.

(sekilas_gunungkidul)","2025-07-10T13:45:05.684144Z"
424,178,"1","2025-07-10T13:45:14.634121Z",531,1.0,"[{""start"":90,""end"":110,""text"":""l HOS cokromaminoto "",""labels"":[""LOC""]}]",8.133,"Malam min, mohon diteruskan di dinas terkait ya... Jalan di selatan teteg rel kereta api jl HOS cokromaminoto masih belum tertangani. Awalnya ditutup pakai lempengan besi, beda hari lempengan besinya sudah hilang, tapi jalan blm diperbarui, rawan licin dan bisa menyebabkan kecelakaan min.. sudah berhari2 lewat masih sama kondisinya, dan makin kecembeng. Mohon dibantu ya min.. terimaksih 🙏🏻

(Pendopo.avovado)","2025-07-10T13:45:14.634169Z"
438,179,"1","2025-07-10T13:45:26.078707Z",532,1.0,"[{""start"":64,""end"":91,""text"":"" Pantai Selatan pesisir DIY"",""labels"":[""LOC""]}]",10.714,"Kami  mengimbau masyarakat dan wisatawan untuk tidak berenang di Pantai Selatan pesisir DIY, terutama selama musim liburan sekolah.

Imbauan ini sejalan dengan arahan Gubernur DIY, Sri Sultan HB X, guna mencegah kecelakaan laut akibat gelombang tinggi pada saat musim angin timur.

Utamakan keselamatan, patuhi rambu dan arahan petugas. | @PoldaJogja","2025-07-10T13:45:26.078755Z"
446,180,"1","2025-07-10T13:45:34.028855Z",533,1.0,"[{""start"":51,""end"":67,""text"":""Jl Imogiri timur"",""labels"":[""LOC""]}]",7.185,"izin info min,3 juli pagi ini terjadi kecelakan di Jl Imogiri timur,pas nya di samping warung miayam Tumini,kronologinya kurang tauu,motor hancur terlindas bus...mengingatkan supaya lebih hati-hati saja,karna ga tau kita sudah hati-hati tapi orang lain tidak hati-hati,maturnuwun.
Salem sehat....

(_itsnaniya)","2025-07-10T13:45:34.028912Z"
447,181,"1","2025-07-10T13:45:58.719469Z",534,1.0,"[{""start"":62,""end"":86,""text"":""perempatan imogiri timur"",""labels"":[""LOC""]},{""start"":89,""end"":100,""text"":""jln monumen"",""labels"":[""LOC""]},{""start"":262,""end"":270,""text"":""giwangan"",""labels"":[""LOC""]}]",23.884,"[Breaking News] 05:48 terjadi kecelakaan pagi ini pagi ini di perempatan imogiri timur n jln monumen perjuangan mtor 1 (vario) /kondisi pengdara parah. dr arah barat tertabrak bus dari arah selatan, terpental kemudian mengenai motor bapak bawa kronjot dari arah giwangan, motor hancur tp sang bapak tidak ada luka berarti.

(budiarifingiri)","2025-07-10T13:45:58.719515Z"
453,182,"1","2025-07-10T13:46:30.308311Z",535,1.0,"",30.665,"Malam min.Mohon. Bantuan up info kembali, Korban KANCIL

Kronologi : 2023 si KANCIL ada ide merelokasi Cafe miliknya ke tanahnya Sltn. Tapi jalan nya kecil. Lalu memanfaatkan Pokir Dewan dalam membuat talud irigasi  untuk nyumbang ide pelebaran jalan. 
Singkat cerita, dalam pelebaran jalan, beberapa pemilik tanah tidak bersedia merelakan tanahnya dengan cuma2, karena ada aturannya untuk pelebaran jalan ada kompensasi. Diadakan 3x sosialisasi dan mediasi, banyak yang tetep tidak sepakat kalau gratis. Tapi hanya beberapa yang vokal menolak, lainnya diam. Karena Kancil terkenal suka Intimidasi. Dan benar, ketika beberapa orang yang vokal tadi tetap menolak, orang itu sampai didatangi kerumahnya oleh KANCIL dan pasukan. Jika tidak merelakan, ya akan ada konsekuensi. 
Lalu karena deadline pokir Talud, akhirnya Talud dikerjakan dengan menggasak tanah warga. Warga yang tidak terima, berkali-kali menanyakan kepada kelurahan, tapi tidak berkenan. 
Mohon dibantu up. karena sempat diadukan ke Dinas terkait, ditolak. 

- Samarkan nama Saya ya admin -

(H. B.)","2025-07-10T13:46:30.308360Z"
459,183,"1","2025-07-10T13:47:11.992587Z",536,1.0,"[{""start"":142,""end"":153,""text"":"" jl monjali"",""labels"":[""LOC""]},{""start"":171,""end"":174,""text"":""UGM"",""labels"":[""LOC""]}]",40.934,"Ijin share dan info keberadaan mas ini min, tadi sore sekitar pkl 16:55 sy pengendara mobil terlibat laka dengan sepeda motor di traffic light jl monjali arah ke jembatan UGM, kronologinya sy dari arah monjali mau belok kiri lampu msh orange tiba² sepeda motor yg dikendarai seorang ibu dan anak perempuan di depan sy ngerem mendadak otomatis sy juga ngerem agar tdk nubruk depan, tp ternyata sepeda motor di belakang sy nubruk dari belakang sampai hancur body depan motornya juga body belakang mobil sy penyok, singkat cerita masnya ksh ktp dan shareloc lalu kt putuskan utk diskusi malam ini krn masnya juga tergesa mau antar pacarnya tp hingga saat ini sy telepon dan chat tdk ada balasan dan ternyata stlh sy cari alamatnya lalu tanya warga setempat dan pak rt setempat sesuai shareloc yg diberikan ternyata fiktif dan pak rt tdk mengenal mas ini, mohon info bagi yg tahu keberadaan mas ini paling tdk bisa dibicarakan kekeluargaan, matur suwun selalu taat berlalu lintas dan jangan lupa berdoa

(Pracas28)","2025-07-10T13:47:11.992633Z"
460,184,"1","2025-07-10T13:47:25.296511Z",537,1.0,"[{""start"":22,""end"":56,""text"":""Dayakan, Tanjungsari, Gunungkidul "",""labels"":[""LOC""]}]",12.494,"Kecelakaan terjadi di Dayakan, Tanjungsari, Gunungkidul sekitar pukul 19.30 WIB tadi, antara sepeda motor dengan mobil.

Meneruskan informasi warga, mobil dari arah bawah utara mau belok ke kanan,motor dari arah barat nanjak,ditabrak mobil dari bawah jalan kecil itu min. 

Akibat kejadian tersebut, korban dilarikan ke rumah sakit terdekat menggunakan ambulance karena mengalami syok. 

vid : yeashayeayea
(sekilas_gunungkidul )","2025-07-10T13:47:25.296571Z"
462,185,"1","2025-07-10T13:47:31.811618Z",538,1.0,"",5.786,"malam min, mau melaporkan mobil fortuner yang menggunakan lampu sorot belakang putih, membuat mata perih, bahkan tadi hampir nabrak motor gara” kurang terlihat (minta tolong saya disensor ya min) terimakasih https://t.co/g0Te3tMMTd","2025-07-10T13:47:31.811666Z"
465,186,"1","2025-07-10T13:47:51.503933Z",539,1.0,"[{""start"":69,""end"":97,""text"":""kios pigura perempatan sagan"",""labels"":[""LOC""]}]",18.985,"Bagi mbak-mbak yang merasa kehilangan sweater ini, terjatuh di depan kios pigura perempatan sagan, sepertinya terjatuh setelah mbaknya menepi sebentar lali pergi melanjutkan perjalanan pada hari jumat malam sekitar pukul 20.00.

Saat ini sweater berada di Larasati Pigura, bagi yang merasa memiliki jika ingin mengambil silakan langsung mampir saja nggih.

Maaf baru sempat posting setelah beberapa hari, kami sudah tunggu pemilik jika mungkin kembali untuk mencari tapi ternyata sampai saat ini tidak ada yg bertanya atau mencari sweater ini secara langsung.","2025-07-10T13:47:51.503991Z"
478,187,"1","2025-07-10T13:48:00.713992Z",540,1.0,"[{""start"":18,""end"":39,""text"":""Tol Prambanan-Klaten "",""labels"":[""LOC""]}]",8.458,"Breaking News..‼️ Tol Prambanan-Klaten Resmi Di Buka Pagi Tadi Pukul 06:00 WIB..

Kira-Kira Mobil Siapa Itu Ya..
Yang Berada Di Belakang Mobil Patrolinya..🤔

Beruntung Banget, Jadi Customer Pertama..😅🙌

(Hajar Prasetyo) https://t.co/Qf2Dh44qQc","2025-07-10T13:48:00.714038Z"
484,188,"1","2025-07-10T13:48:17.785168Z",541,1.0,"[{""start"":85,""end"":93,""text"":""UGD RSIY"",""labels"":[""LOC""]}]",16.318,"[Breaking News] Kejadian kecelakaan sekitar pukul 22.22 wib lokasi di jembatan barat UGD RSIY. Pengendara motor dari arah barat melaju ke arah solo berbarengan dengan truk tangki dan truk muatan, korban melaju terjepit diantara kedua truk tersebut. Lalu di evakuasi dgn ambulan RSIY trus dibawa ke RS Bhayangkara dikarenakan korban MD di TKP. 

Nama : Wayan Indra S
Alamat : Wirata Agung Lampung Tengah

Keterangan : sudah terhubung dgn pakdenya di madiun utk menghubungi pihak keluarga di Lampung.

(Berthapurnama)","2025-07-10T13:48:17.785218Z"
500,189,"1","2025-07-10T13:48:33.302849Z",542,1.0,"[{""start"":36,""end"":55,""text"":""sungai gajah uwong "",""labels"":[""LOC""]},{""start"":55,""end"":67,""text"":""pringgondani"",""labels"":[""LOC""]}]",14.797,"[Breaking News] 14:10 Kecelakaan di sungai gajah uwong pringgondani, Seorang pemancing tiba2 jatuh ke sungai warga mencoba mengevakuasi ternyata kaki patah

Lokasi di bantaran sungai gajah uwong kampung pringgondani

(Itsme_juliee) https://t.co/msk8z7fYJL","2025-07-10T13:48:33.302896Z"
502,190,"1","2025-07-10T13:48:55.785644Z",543,1.0,"[{""start"":123,""end"":133,""text"":""jalan solo"",""labels"":[""LOC""]},{""start"":135,""end"":142,""text"":""kalasan"",""labels"":[""LOC""]}]",21.626,"Selamat siang min mohon dishare barangkali ada yg mengenal mobil ini. Mobil ini ugal-ugalan dan hampir menyerempet saya di jalan solo (kalasan) siang ini. Semoga ada yg mengenal dan memberikan info pemilik mobil ini.
Terimakasih min, dan identitas saya tidak perlu disematkan 🙏

Plat Depan belakang tidak ada, tadi saya berusaha hentikan, tidak ada etikat baik berhenti, malah bilang bacot, sepertinya anak SMA yg bawa.

(febri_sulianto)","2025-07-10T13:48:55.785725Z"
504,191,"1","2025-07-10T13:49:12.256721Z",544,1.0,"[{""start"":32,""end"":46,""text"":""Pantai Sanglen"",""labels"":[""LOC""]},{""start"":48,""end"":59,""text"":""Gunungkidul"",""labels"":[""LOC""]}]",15.65,"Keraton Jogja mulai menertibkan Pantai Sanglen, Gunungkidul, karena lahan di kawasan itu merupakan tanah Sultan Ground (SG) yang wajib dimanfaatkan sesuai aturan.

Langkah ini diambil setelah muncul polemik rencana pembangunan wisata eksklusif oleh PT Biru Bianti Indonesia dan penolakan dari Paguyuban Sanglen Berdaulat. Meski sudah ditolak permohonannya, paguyuban justru memperluas pembangunan ilegal jadi puluhan bangunan.

Terkait hal ini, apa kata Sri Sultan HB X?

(detikjogja_)","2025-07-10T13:49:12.256767Z"
508,192,"1","2025-07-10T13:49:34.721431Z",545,1.0,"[{""start"":109,""end"":128,""text"":""Jalan Turi Pulowatu"",""labels"":[""LOC""]},{""start"":142,""end"":148,""text"":""Sleman"",""labels"":[""LOC""]}]",21.683,"[Breaking News] menginformasikan kejadian kecelakaan pagi ini, sekitar jam 7:30 WIB. Motor nabrak warga. TKP Jalan Turi Pulowatu, dekat MTs 7 Sleman. Korban warga setempat mau ke sawah.
Korban diduga patah tulang kaki kanan kiri dan penabrak jug luka ringan, semua dibawa ke RS Panti Nugroho. 

Pesannya: Hati2 di perjalanan, Lur, jangan lupa berdo’a sebelum beraktifitas, semoga kita semua selalu dalam lindungan Tuhan

(Masnur_pwb)","2025-07-10T13:49:34.721479Z"
510,193,"1","2025-07-10T13:50:00.150073Z",546,1.0,"[{""start"":76,""end"":102,""text"":""ring road Utara Yogyakarta"",""labels"":[""LOC""]}]",24.653,"[Breaking News] 03:05 terjadi kecelakaan tunggal pengendara sepeda motor di ring road Utara Yogyakarta  dekat under pass, untuk korban sudah ditolong warga masyarakat yang melintas di lokasi tersebut .

Tetap hati hati di jalan lur 

(Yunitaft_) https://t.co/2w8CI0eiUg","2025-07-10T13:50:00.150123Z"
