created_at,text
Wed Jun 25 23:43:08 +0000 2025,"[KABAR NPCI DIY 2025 - Resmi Diluncurkan! Logo, Maskot, dan Jingle PEPARDA IV DIY 2025 Siap Guncang Gunungkidul]

NPCI Daerah Istimewa Yogyakarta bersama Pemerintah Kabupaten Gunungkidul, Panitia Pelaksana Porda-Peparda Gunungkidul, dan NPCI Kabupaten Gunungkidul menyelenggarakan kegiatan Launching Logo, Maskot, dan Jingle PEPARDA IV DIY 2025 pada Selasa, 24 Juni 2025. Acara berlangsung meriah di Pendopo Taman Budaya Gunungkidul.

Acara ini menjadi momentum penting dalam menyemarakkan semangat persiapan menuju PEPARDA IV DIY yang akan digelar di Kabupaten Gunungkidul. Peluncuran secara resmi dilakukan oleh Bupati Gunungkidul, Endah Subekti Kuntariningsih, S.E., M.P., yang turut memberikan sambutan sekaligus menyampaikan dukungan penuh Pemkab Gunungkidul terhadap perhelatan olahraga bagi atlet difabel ini.

Sambutan pertama disampaikan oleh Ketua Panitia Pelaksana Porda-Peparda Gunungkidul, Chairul Agus Mantara, S.IP., M.M., yang menyampaikan pentingnya sinergi antar pihak dalam menyukseskan ajang olahraga inklusif ini. Dilanjutkan sambutan oleh perwakilan NPCI DIY, yaitu Sekretaris NPCI DIY Sudartik 2025, yang menekankan bahwa peluncuran ini bukan hanya simbolisasi, namun juga pemantik semangat seluruh pihak untuk menciptakan penyelenggaraan yang berkesetaraan, bermartabat, dan membanggakan.

Kegiatan ini juga dimeriahkan dengan penampilan jingle resmi PEPARDA IV DIY 2025 dan pengenalan maskot serta logo yang menggambarkan semangat sportivitas, budaya lokal, dan semangat para atlet difabel.

Dengan diluncurkannya logo, maskot, dan jingle ini, PEPARDA IV DIY 2025 resmi memasuki fase promosi dan kampanye publik menuju penyelenggaraan yang lebih inklusif, meriah, dan berkesan.

(npc_diy)"
Wed Jun 25 23:34:53 +0000 2025,RT @sansirofisipol: lampu merah jalan Persatuan dari arah utara ke selatan udah mati semingguan deh kayaknya(?) stay safe guys!!
Wed Jun 25 17:22:23 +0000 2025,"Pukul 23:34 ada ramai ramai di Jalan Kaliurang KM 6, Menurut informasi yang kami terima, ada yang tonjok tonjokan, saat info ini diunggah keadaan  sudah kondusif , sudah ada petugas kepolisian & banyak warga yang ikut melerai.

Tetap hati hati dan diakehi sabare lur ..

#Jogja #Yogyakarta #merapi #merapiuncover #merapinews"
Wed Jun 25 16:42:33 +0000 2025,"Saatnya mengeluarkan kata kata

Tulung nek koncomu mbuh Lanang opo wedok ketok lesu tur ora semangat dijak ngobrol ora di nengke wae

Meskipun Kowe ora isoh ngenehi solusi sak ora orane isoh dadi tempat berkeluh kesah koncomu kuwi.
Ben ora kedadeyan hal hal sek ora di pengeni"
Wed Jun 25 16:09:00 +0000 2025,"Min tolong di infokan info untuk warga sekitar donoharjo ngaglik sleman. Untuk berhati hati, soalnya adek saya Perempuan  sepulang kerja hari ini pukul 20.00 wib lebih di daerah tersebut terkena begal PD, untuk motornya jenis vixion, plat masih belum di ketahui, ciri fisik gendut warna kulit gelap mohon untuk di share untuk mencegah bertambahnya korban. 

Jadi sepulang kerja dari pabrik sgi krandon adek saya melintas dari arah barat sebelum smp 1 ngaglik, daerah tersebut minim pencahayaan, adek saya sudah mendapati gerak-gerik aneh dari pelaku, trus dipepet, terjadilah pembegalan remas PD, saat mencoba mengejar, motor adek saya nggak sanggup mengikuti kendaraan pelaku, sebelum sd dohoharjo, pelaku belok arah ke utara mas,lalu menghilang dari pandangan adek saya."
Wed Jun 25 15:15:49 +0000 2025,"Polda DIY Ungkap Hasil KRYD Penanganan Miras Ilegal, 36 Tersangka Diamankan

Rabu, 25 Juni 2025 | @PoldaJogja https://t.co/vwugj1322T"
Wed Jun 25 14:41:36 +0000 2025,"""Candi Plaosan tak hanya memancarkan keagungan sejarah, tapi juga menghadirkan kirana cahaya yang jatuh lembut di bawah pohon Pule dan Bodhi — simbol harmoni alam dan spiritual. Di sinilah keheningan bercerita, dalam bahasa cahaya dan bayang.""

(candi.plaosan) https://t.co/LAAlxn8qc9"
Wed Jun 25 14:26:41 +0000 2025,"Jembatan janti arah blok o macet, ada laka truck terguling | @Aan_FNH https://t.co/QJa1iQx0U7"
Wed Jun 25 13:59:03 +0000 2025,"[Breaking News] 20:56 Situasi jln malioboro macet poll lur

(Frlswdy_) https://t.co/tIccggfUvM"
Wed Jun 25 13:30:18 +0000 2025,"[Breaking News] lagi wae truck terguling nganggut sembako (minyak goreng)

depan Qhomemart, maju ke selatan 20mtr, rupanya senggolan dgn mobil putih

(Suseno_yudi_r) https://t.co/qRyHwuOitI"
Wed Jun 25 13:23:39 +0000 2025,"Min tolong di loloskan untuk pemebelajaran, kmrn malam 24/06/2025 

Kejadian yg cukup membahayakan dr seorang pengendara motor yang melawan arah. Hampir mengakibatkan tabrakan beruntun krn saya rem mendadak. Untung kendaraan di belakang saya jaga jarak, bs ngerem dan menghindar. 

Maksih min"
Wed Jun 25 13:13:19 +0000 2025,"Laku Tapa Brata abdi dalem hargo merapi 

Suro Sabtu 5 Juli 2025 di petilasan Mbah Maridjan Kinahrejo Umbulharjo Cangkringan  (Untuk Umum) https://t.co/6VDSzw1cdU"
Wed Jun 25 13:00:52 +0000 2025,"🚨Breaking‼️. Proses evakuasi juliana marins pendaki asal Brazil yang terjatuh di gunung rinjani.
Evakuasi dilakukan di kedalaman jurang 600m di mana juliana sudah sempat berpindah dari titik pertama diketahui..

(opsreport) https://t.co/ueS71lWbAM"
Wed Jun 25 12:49:17 +0000 2025,"RT @nabilaamayy_: ‼️BARANG HILANG‼️

Dompet kulit coklat
Lokasi hilang sekitar Tapanrejo-Mustokorejo (jl raya tajem, maguwoharjo) 
Waktu pe…"
Wed Jun 25 12:48:26 +0000 2025,"Halo min , adakah disini yg pernah ikut acara lampah ratri pura pakualaman? Mau tanya nih kalau pas ikut lampah ratri gitu sebenernya hal apa aja yg tidak diperbolehkan selama mengikuti kgiatan tsb? 

Terimakasih 🙏🏻🙏🏻 | @Ikan_KuahKuning"
Wed Jun 25 12:47:16 +0000 2025,"Bantu loloskan min 
Jalan kabupaten 
Ada proyek bawa tanah, tanahnya banyak yg jatuh di jalan mengakibatkan jalan kotor dan berdebu 
Sudah dari kemarin tidak ada yg membersihkan dari semoga yg bawa tanah atau yg punya proyek sadar dan mau membersihkan https://t.co/Vl1NS3JlFt"
Wed Jun 25 12:44:30 +0000 2025,"🌾🔥 *FesDolPan 2025 – Serunya Dolanan Tradisional & Panen Brambang!*🔥🌾

Yuk, nostalgia bareng di Festival Dolanan dan Panen Brambang di Bukit Brambang, Nawungan!🌟

Main egrang, gejog lesung, kerajinan janur, sampai panen bawang merah langsung dari ladang! 🤩🧅✨

Jangan lupa catat tanggalnya :
📅 28-29 Juni 2025
🕗 08.00 – 13.00 WIB
📍 Bukit Bawang Merah, Nawungan
🎟️ Rp 189.999/orang (promo spesial 10 orang pertama: Rp 169.999!)

💥 Fasilitas lengkap:
✔️ Welcome drink & snack tradisional
✔️ Makan siang ndeso
✔️ Pemandu wisata
✔️ Lintas gerobak kawul
✔️ Dokumentasi kece

📞 Reservasi: 0858-8031-5634 / 0812-2652-3473
📲 IG: @pesona_nawungan
📲 IG: @fesdolpan

💬 Jangan sampai ketinggalan! Rasakan serunya budaya dan alam dalam satu paket yang bikin hati adem dan memori jadi manis 🍃📸"
Wed Jun 25 12:22:23 +0000 2025,"Izin cerita min. Tadi sebelum Maghrib, ada kecelakaan di depan kos saya daerah Pandowoharjo,Sleman. Kecelakaan antara mobil Agya kuning dan motor Kawasaki hijau. Mobil Agya sudah nyalain lampu sign kanan mau belok kos untuk pulang. TPI dari arah pakem ke beran kenceng laki"" 2orang boncengan naik Kawasaki TANPA HELM. Mobil depan smpai hancur+kaca pecah dan orang yg naik motor yg depan tergeletak masih setengah sadar+berlumur darah. Sudah dibawa ambulance,dan yg punya mobil Agya kuningpun bertanggung jawab. Mohon hati"" jika berkendara. Utamakan keselamatan diri sendiri dan orang lain. Dan pakailah helm. Mohon di anonim min nama akun saya. Trimakasih."
Wed Jun 25 11:14:44 +0000 2025,"“Candi Prambanan”
.
.
Simbol cinta sejati antara Bandung Bondowoso &amp; Roro Jongrang

(saragih_erick) https://t.co/fgZiBehnPQ"
Wed Jun 25 10:39:50 +0000 2025,"Fly Over Jombor ketika sore hari

(dronejogjaofficial) https://t.co/sXEzNvKLuW"
Wed Jun 25 10:30:49 +0000 2025,"Polda DIY terus mengusut kasus dugaan mafia tanah yang menimpa Mbah Tupon (68) di Bantul. Salah satu tersangka baru, notaris berinisial AH (60) asal Kota Jogja, telah menjalani pemeriksaan pada Selasa (24/6).

Meski telah berstatus tersangka, AH tidak ditahan dan hanya dikenai wajib lapor.

Pemeriksaan dilakukan oleh penyidik Ditreskrimum Polda DIY sebagai bagian dari pendalaman peran AH dalam pusaran mafia tanah ini.

Komentarmu, Dab!

(detikjogja_)"
Wed Jun 25 09:37:39 +0000 2025,"Assalamualaikum min , terkait pak ogah kemarin yang menyebabkan laka lantas tanggal 24/06/2025 di Jalan Degolan sudah ditangani oleh Polsek Ngemplak secara sigap tadi siang . Terimakasih kepada polsek Ngemplak yang sudah menangani kejadian tersebut secara sigap dan membuatkan Surat Pernyataan kepada yang bersangkutan.Semoga tidak ada kejadian serupa lagi dan selamat semuanya🙏"
Wed Jun 25 09:06:51 +0000 2025,"permisi mas, izin semisal saya minta posting boleh tidak mas, soalnya saya ada bukti cctv dan juga sudah lapor polisi, mungkin semisal cctvnya viral motor saya lebih cepat ditangani oleh pihak kepolisian, terimakasih sebelumnya mas

mas ini malingnya profesional soalnya, karna motor saya sudah kunci stang dan alarmnya dinyalakan, posisi juga dalam garasi, dia mencuri gak sampai 1 menit, ini juga bisa jadi info buat teman” lain kalo jogja memang sedang tidak aman, karna sasarannya bukan orang lalai lagi, tapi bisa siapa saja yang sudah berhati hati tetap jadi korban"
Wed Jun 25 08:57:07 +0000 2025,"Assalamualaikum wr.wb

Sebelumnya mau cerita sedikit min nama saya gausah di tampilkan aja
Kejadian tadi pagi di per4an Koroulon Ngemplak Sleman 
Jadi tadi kan tadi macet ada truk muatan pasir jalan pelan pelan pastinya rame kan ya. 
Ada mobil Pick Up putih saya Lupa gak tak foto tadi plat nya berhubung jalanya rame
Saya sudah ada di pinggir kiri mepet banget kiri kebetulan di samping belakang saya juga ada motor, mobil pick up putih tadi mau nglancanglah istilahnya kebetulan itu rame nyenggol belakang motor saya untung ngga jatuh min tapi kan kaget juga tiba"" di tabrak dari belakang ngga ada inisiatif minta maaf langsung pergi saya kejarlah, memang saking emosinya saya mengucapkan kata"" kayak misuh gitu ke supirnya dan saya lalu pergi supirnya juga biasa aja jelas"" nyenggol mungkin yang di belakang juga tau kejadian itu.
Wong ngga minta ganti rugi tapi setidaknya mengucapkan minta maaf apa salahnya.
Ya buat semuanya kalo ada kesalahan kecil apapun itu jika dilakukan dengan sengaja atau nggak sengaja ucapakanlah minta maaf
( Maaf min bahasa belepotan )

Maaf untuk foto kejadian dll ngga sempat di foto karena keburu kerja"
Wed Jun 25 08:07:33 +0000 2025,"BKAD Kulon Progo mencatat ada 19.808 kendaraan yang belum membayar pajak. Pemerintah setempat sudah mulai bergerak, dari mengirimkan surat hingga siap door to door demi penagihan!

“Memang jumlahnya sebanyak 19.808 yang menunggak, sekarang sudah disurati. Nanti akan lanjut penagihan,” ucap Kepala Bidang Pelayanan, Pendaftaran dan Penetapan Pajak Daerah BKAD Kulon Progo, Chris Agung Pramudi, Rabu (25/6/2025).

Menurut Agung, jumlah ini terbilang kecil dibanding total wajib pajak kendaraan di Kulon Progo yang mencapai 200 ribu. Namun, nilai tunggakan dan lama keterlambatan masih dihitung oleh Samsat.

Untuk menertibkan, BKAD pun gandeng pamong kalurahan buat terjun langsung ke rumah penunggak pajak.

Apakah kamu salah satunya, 

(detikjogja_)"
Wed Jun 25 07:32:53 +0000 2025,"Mobil Terparkir Ditabrak Kendaraan yang Melaju, Kerusakan Tak Terhindarkan

Sebuah mobil yang tengah terparkir di pinggir jalan menjadi korban tabrakan oleh kendaraan lain yang melaju pada Rabu (25/6) siang. Insiden terjadi di kawasan Olive Fried Chicken Prambanan, mengakibatkan kerusakan pada bagian belakang mobil yang terparkir.

Menurut saksi mata, mobil penabrak melaju dengan kecepatan cukup tinggi sebelum menghantam kendaraan yang tengah terparkir. Mobil juga terlihat membawa barang yang sangat banyak. Tidak ada korban jiwa dalam peristiwa tersebut, namun kerugian material diperkirakan mencapai jutaan rupiah.

Masyarakat diimbau untuk lebih berhati-hati.

(Azka_joey)"
Wed Jun 25 06:14:52 +0000 2025,"Assalamualaikum min Boleh minta tolong share in ini Min 
Orang Hilang
Atas Nama Bapak Giyamin 
Alamat : Jetis RT 06 RW 01, Jetis, Saptosari, Gunungkidul , Daerah Istimewa Yogyakarta  
Dengan ciri: Memakai Celana Hitam Baju Merah Jaket Biru Bawa Sarung kotak2

(Sarwa_Bbabe) https://t.co/pM6jlThMKI"
Wed Jun 25 04:09:46 +0000 2025,"Peserta aksi demo ODOL oleh sopir truk di Bumi Handayani merangsek menuju kantor DPRD Kabupaten Gunungkidul.

Rep : rakyatgk
📍Lokasi : Titik 0 Kota Wonosari, Gunungkidul

(jalanin_duluu) https://t.co/QOKPQxK6QN"
Wed Jun 25 03:54:59 +0000 2025,"kabel telkom kendor min mengganggu pengguna jalan min sampai di sangga pakai kayu sama pak ogah 
lokasi jakal km.8 
samarkan nama saya ya min 
terimakasih https://t.co/3bowy0t94m"
Wed Jun 25 03:47:58 +0000 2025,"Hari Ini 25 Juni 2025 Ratusan sopir truk berkumpul mengadakan aksi mogok kerja dengan mendatangi DPRD Kabupaten Gunungkidul. Mereka berkumpul di Bundaran Tugu Tobong memadati Jln. Agus Salim hingga titik nol Wonosari.

Massa aksi terdiri dari beberapa paguyuban sopir dan pengusaha angkutan barang yang beroperasi di seluruh wilayah Bumi Handayani. Dalam pertemuan itu, mereka mengeluhkan kebijakan ODOL dan uji KIR.

Kebijakan Zero ODOL yang diberlakukan pemerintah pusat tahu ini perlu dikaji ulang. Sebagai bentuk solidaritas dan penolakan, para sopir menyatakan akan melakukan aksi ini hingga tuntutan mereka didengarkan oleh pemangku kepentingan.

(info_gunungkidul)"
Wed Jun 25 03:42:48 +0000 2025,"[Breaking News] 10:40 Info siang ini jalan suryatmajan (kantor gubernur pintu selatan) ditutup adanya demo Truk lur 🙏🏻

(Meyardipicture) https://t.co/YYTM3ppBd7"
Wed Jun 25 03:34:36 +0000 2025,"penuh semangat, massa sopir aksi demo penolakan kebijakan odol di gunungkidul terpantau memenuhi kawasan jalan di depan alun alun pemkab gunungkidul, terpantau sekitar 400 kendaraan menutup akses jalan menuju kota wonosari. untuk sementara waktu pengendara diminta untuk putar balik

(fokusgunungkidul)"
Wed Jun 25 02:54:18 +0000 2025,"Rekonstruksi kasus pria bunuh pacar di bantul yang menyimpan mayatnya hingga menjadi kerangka. Peristiwa tragis ini menewaskan korban seorang wanita berinisial EDP (23), warga Sumberadi, Mlati, Sleman.

Dalam reka ulang, kepolisian menghadirkan penyidik dari Kejaksaan Negeri Bantul, saksi-saksi serta tersangka MRR (24), warga Kretek, Bantul.

Kasi Humas Polres Bantul, AKP I Nengah Jeffry Prana Widnyana mengatakan rekontruksi dilakukan untuk melengkapi berkas perkara pada peristiwa yang terjadi di salah satu kos di Sabdodadi, Bantul, pada tanggal 24 September 2024.

""Dari rencana 41 adegan, berkembang menjadi 52 adegan dalam reka ulang ini,"" kata Jeffry dalam keterangannya, Selasa (24/6/2025).

(polresbantuldiy)"
Wed Jun 25 02:50:58 +0000 2025,"BREAKING NEWS | AKSI BLOKADE JALAN Jalan utama menuju jantung Kota Wonosari dari arah arah Tugu Tobong Gamping diblokade!

Puluhan sopir turun ke jalan menuntut keadilan. Mereka meminta peninjauan ulang kebijakan ODOL (Over Dimension Over Load) dan kemudahan dalam proses Uji KIR. Aksi ini menyebabkan kemacetan dan mengganggu akses menuju pusat kota.

video : rakyatgk
Lokasi : Tugu Tobong Siyono - Arah Wonosari
Hari ini: Rabu (25/6/2025)

Bagaimana pendapatmu soal tuntutan para sopir ini?

(sekilas_gunungkidul)"
Wed Jun 25 01:15:25 +0000 2025,"Pagi ini lari lewat trotoar depan kantor BKD deket tugu oleh2nya ini😆

Bekas pasang copot kok ya gak dikembalikan kaya semula. Tolong dinas terkait segera ditangani, pasti korbannya lebih dari 1 |@loonaaprojector https://t.co/E4QNT0X7uj"
Wed Jun 25 00:52:29 +0000 2025,"Kejadian pagi ini di jalan magelang tepatnya perempatan blabak. Truck membawa daging giling rem blong, driver reflek banting setir ke kiri karena menghindari kendaraan yg berhenti dilampu merah. 
Driver selamat.  | @kowePenak76 https://t.co/e3VKYWWeDq"
Wed Jun 25 00:15:04 +0000 2025,"selamat pagi min, izin meminta jalur min. Ini di tanah saya di jalan ateka sewon bantul, ada yg membuang bongkahan/urugan bekas bongkaran bangunan tanpa seizin saya dan keluarga saya min. Mbok ya jadi orang sopan santun, itu sama saja membuang sampah ditempat saya tanpa ada persetujuan sama sekali. Saya mohon etikad baiknya aja, monggo bisa menghubungi saya: 081326652606. Jika tidak saya akan menunggu 1x24 jam, jika lebih dari itu, tunggu saja tindak lanjut apa yg akan saya lakukan....Maturnuwun🙏🏻"
Tue Jun 24 23:46:23 +0000 2025,"[Video] SHOLAWAT AKBAR dan DOA BERSAMA
songsong Muharram Tahun Baru Islam

📍: Lapangan Segaran Krapyak

(sewadronejogjaofficial) https://t.co/oMeO13Ixus"
Tue Jun 24 19:17:01 +0000 2025,"❗️Normalisasikan liburan di jogja naik transportasi publik, bisa naik KRL, nglarisin para tukang becak dan bus transjogja buat keliling kota Jogja ❗️

Ada balon raksasa Jumbo di Stasiun Tugu Yogyakarta
Ada yang udah ke sana juga? 😍

Aku kasih itinerary liburan singkatku ke Jogja pake transportasi publik murah meriah tapi bikin anak"" berkesan ya:

1. Naik KRL dari Klaten ke Stasiun Tugu Yogyakarta
Per orang cuman bayar 8 ribu, ga usah khawatir bawa anak karena selalu didampingin petugas untuk dipastikan dapat tempat duduk kok. Best KAI @kai121_ (anak kecil, ibu hamil, penyandang tuna netra, orang tua jadi prioritas dan aman dipastikan dapat tempat duduk)

2. Naik Becak Motor keliling Jogja
Sampe Stasiun Tugu keluar di selatan stasiun cari becak motor ( 20 ribu, tergantung jarak ya) keliling sekitar Jogja dan berakhir di loby Stasiun Tugu Yogyakarta buat foto sama balon Jumbo. Anak anak di sini happy pol 🥹😍

3. Naik Bus Transjogja keliling Jogja
Jalan sebentar ke arah selatan arah Jalan Malioboro. Bisa duduk duduk santai menikmati Malioboro, atau ke Pasar Bringharjo dulu, baru keliling Jogja naik Bus Transjogja. Bayarnya cuman 2700 ( anak dibawah 5 tahun masih gratis). Di dalam Bus Transjogja kita bisa menikmati Malioboro, Jogja dan sekitarnya. Bisa juga sampe tujuan akhir Prambanan lhoh, cuman bayar 2700 🤗

Insya Allah anak-anak happy dan berkesan
Semoga dengan naik transportasi publik
menjadi salah satu upaya
untuk mengurangi tingkat
kemacetan ya ✨

(faridasahar)"
Tue Jun 24 17:01:35 +0000 2025,"malem min, mau laporan soal helm ilang

dengan ciri-ciri NJS Kairoz warna hitam doff, kaca depan lecet banyak, stiker belakang ada logo Arai

Hilang di Hari Selasa tgl 24 jam 11.26 WIB daerah Gg. Bima, Pugeran, Maguwoharjo

mohon bantuannya min, pelaku terlihat jelas di video

makasih min.

(Kevin_alexx)"
Tue Jun 24 15:56:42 +0000 2025,"Pokok'e wis tak titeni angger storymu wes mulai kata kata bijak, tandane wes ora nduwe duit"
Tue Jun 24 15:56:36 +0000 2025,"Ngenjing malih ampun dibaleni nggih mas, dolanan HP turut ndalan. Membahayakan diri sendiri dan orang lain. 

Dielingke pisan, nggah nggih nggah nggih (ning ora kepanggih) 🤣 |@mandanngapak https://t.co/YUrWgHpShc"
Tue Jun 24 15:56:35 +0000 2025,"Malam di Jogja itu sederhana, kamu bisa nemuin ketenangan yang engga kamu sangka..

(regina.chelinia) https://t.co/6UxopeqalS"
Tue Jun 24 15:55:33 +0000 2025,"Pantauan udara jembatan Pandansimo. Jembatan terpanjang di Jogjakarta

Sudah siap nyunset disini?

📍Jembatan Pandansimo

(_umarwnie) https://t.co/elBegxfwFT"
Tue Jun 24 15:55:09 +0000 2025,"Ada wahana baru para sopir sopir bus gabut pas nganter tamu ke Jogja Bagian selatan guys😂 

(sopirdronejogja.official) https://t.co/HTJorhvNHz"
Tue Jun 24 15:54:41 +0000 2025,"Min ijin bantu post. Saya mau mengucapkan banyak terima kasih buat mas mas yang tadi bantu saya waktu motor saya mogok.

Ceritanya, saya lagi antar orderan shop** food, di selokan mataram motor saya mogok, trus ada mas mas menawarkan bantuan dengan membantu mengantarkan saya mengantar orderan, bahkan sampai mengantarkan saya sampai bengkel. Sesampainya di bengkel, orangnya langsung pergi bahkan saya panggil mau saya kasih sedikit rejeki tapi orangnya menolak dan langsung bablas. Terima kasih orang baik, semoga kebaikan sampean dibalas dengan rejeki yang berlipat. 

Silahkan tag IG saya min siapa tau masnya baca postingan ini 🙏

(Pradikamirza)"
Tue Jun 24 15:54:28 +0000 2025,"Jelang bergulirnya gelaran liga1 musim 2025 - 2026, manajemen PSIM hari ini (24/6) mendatangi @poldajogja dan diterima langsung oleh Kapolda DIY Irjen. Pol. Anggoro Sukartono, S.I.K.
.
Informasi selengkapnya dapat anda simak di https://t.co/RoKRVsoEzT
.

(jogja_guardian) https://t.co/C47rwc13x4"
Tue Jun 24 13:42:31 +0000 2025,"Halo min, aku mau crita soalnya buntu banget, 
Aku cewek usia 25 dan udh bbrpa bulan nganggur, aku ada riwayat aslam kronis. Terakhir kerja cuma 3bulan karena kdg ijin sakit jd ga diperpanjang. Bahkan taun kemaren aku opname karna aslam 3x min

Aku sampe putus asa bgt mau kerja apa, dikerjaan kemaren karena kerja berdiri dan capek jd aku ga kuat, aku udh coba usaha jualan onlen tawarin barang di FB Cod gitu sampe ganti2 dagangan dan ternyata kurang laku min, aku tinggal dikampung klo kluar rumah segan ditanyain tetangga. Dirumah jg cuma dianggap beban, aku anak pertama dari kecil apa apa sendiri. Ga pernah cerita ke siapa pun kalo ada masalah, temen temenku taunya aku orangnya ceria. Padahal aku diem diem juga stress min, kdg bingung klo ditanyain punya semangat hidup apa ngga kyk datar aja gtu hidup aku min. Terakhir cek kesehatan katanya emg aku stress berat

Aku juga pgn kayak yg lain gitu punya badan sehat ga gampang sakit dan bisa kerja. Aku freelance bantuin nyetrika di laundry itupun ga tiap hari ada kerjaan min
Mungkin ada yg bisa bantu kasih saran ataupun cuma semangat. 
Tolong samarin namaku ya min. Makasih sebelumnya🙏🏻"
Tue Jun 24 11:38:27 +0000 2025,"Esensi Kirab Malam 1 Suro yang perlu diketahui.

Kirab Malam 1 Suro menandai pergantian Tahun Baru Jawa. Bulan Sura atau Suro adalah bulan pertama dalam sistem penanggalan Jawa.
Malam 1 Suro yang dianggap sebagai malam tahun baru ini memiliki nilai spiritual dan makna yang mendalam bagi masyarakat Jawa.

Tahun ini, Kirab Malam 1 Suro akan diselenggarakan pada:
Hari / Tanggal : Kamis, 26 Juni 2025 / Kamis Wage, 1 Sura Warsa Dal 1959 Jawa
Waktu :
- Wilujengan : pukul 20.00 WIB
- Kirab : pukul 24.00 WIB

Tempat : Karaton Surakarta Hadiningrat hingga Bundaran Gladag.

(jalikarta)"
Tue Jun 24 11:06:49 +0000 2025,"(24/6/2025) Hari ke 2 Operasi Kondisi Membahayakan Manusia 2 (Dua) orang terseret arus di Pantai Watu Kodok, Kec. Tanjungsari Kab. Gunungkidul, DIY terus dilanjutkan oleh Tim SAR Gabungan.

Pencarian Hari ke 2 ini SRU dibagi menjadi 3 SRU pada pagi hari dan 3 SRU di siang hari.Untuk SRU sebagai berikut:

Sorti pagi

-SRU 1 Melakukan pemantauan di atas tebing watu kodok dan penyisiran dipantai kodok.
-SRU 2 Melakukan pencarian menggunakan perahu jukung Sar Satlinmas wilayah 2 baron
-SRU 3 Melakukan pencarian via udara menggunakan Drone di sekitar lokasi kejadian

Sorti Siang
SRU 1 Melakukan pemantauan di atas tebing watu kodok dan penyisiran dipantai kodok.
-SRU 2 Melakukan pencarian menggunakan 2 Jetsky milik Basarnas dan Sar Satlinmas baron
-SRU 3 Melakukan pencarian via udara menggunakan Drone di sekitar lokasi kejadian

Usaha Tim SAR Gabungan Akhirnya membuahkan hasil Pada pukul 14.20 wib berhasil menemukan korban atas nama Yuda Dwi prasetya (17th/laki2) warga Demungan Rt 02/02 Karanganyar Tuntang Semarang dalam keadaan ""Meninggal Dunia"".Korban ditemukan didarat/dipinggir pantai 100 meter sebelah barat dr lokasi kejadian.Selanjutnya korban di bawa ke RSUD Saptosari.

Dengan ditemukan korban terseret arus dipantai watu kodok Gunungkidul Operasi SAR di nyatakan di tutup dan semua Unsur SAR Gabungan dikembalikan ke kesatuannya masing-masing.

(basarnas_yogyakarta)"
Tue Jun 24 11:04:36 +0000 2025,"Min, ini ada simbah"" bingung. Katanya mau ke tempat Pak Mulyadi. Ditanya katanya rumah e Salakan. Ini lokasi sekarang di Karangturi, Umbulmartani, Ngemplak, Sleman. Barangkali ada yang mengenali

(Anakpakbar__) https://t.co/U3hubzuZvT"
Tue Jun 24 10:59:00 +0000 2025,"Saatnya mengeluarkan kata kata

Tulung nek koncomu mbuh Lanang opo wedok ketok lesu tur ora semangat dijak ngobrol ora di nengke wae

Meskipun Kowe ora isoh ngenehi solusi sak ora orane isoh dadi tempat berkeluh kesah koncomu kuwi.
Ben ora kedadeyan hal hal sek ora di pengeni"
Tue Jun 24 10:51:47 +0000 2025,"Min nak arep nunut viralke salah 1 warga jogja lewat merapi uncover saget? Penipuan online min. Lumayan okehh ge aku min 10jtan luihhh, Dee ngakune warga demangan jogja, tak goleki² raktmu ntah kui wong e kos po kpie ning tak hubungi sharelok muntirrr teros, Jare arep moro ngomah go balekke duwet²ku tak teni ora moro, plah akun fbne ganti username aku di blok, arep lapor polisi kok wediku mg mangkrak. Aku ise nyimpen bukti² chat bukti tf

Awal mula saya ingin meminjam dana yang menjaminkan sertifikat kan, berhubung sertifikat bukan atas nama say buat surat kuasa juga dari dia pak, dan itu memerlukan biasa sekitar 1497000, dan lanjut proses setiap proses dia meminta pendanaan untuk kelancaran proses berhubung saya juga butuh saya turuti yang penting cair saat itu dlam fikiran sya. Samapai dimna jadwal pencairan dia meminta sya untuk datang ketempat janjian untuk ttd pencairan dan pengambilan SHM sebagai jaminan sudah sya tunggu berjam² awalnya malm jumat pak, dia beralasan pendana sedang ada tugas panggilan dikantor kepolisian karna pendana salah satu anggota petugas kepolisian POLDA DIY. Trus dijadwalkan jumat pagi saya tunggu sampai jam 4 sore tidak datang. Malam minggu dan malam senin seperti itu saya tunggu sampai jam 11 malam ditempat janjian tidak datang. Dengan alasan devisi keuangan berbelit². Sampai kejadian dimana dana akan di tf karna sudah bener² ada jadwal pencairan sya tunggu sampai senin 23/juni/2025 tidak

Tulung min. Aku wis mumet minnn, Bukti tf aku ise nyimpen kabeh minn
Tulung sembunyikan akunku mas ning nak ono sg nherti kui wong²e ngndi langsung hubungi aku mas."
Tue Jun 24 10:31:56 +0000 2025,"[Foto] Merapi dari Klangon

(ilprincipino87_aerial_fpv) https://t.co/bYcDB1y1Rq"
Tue Jun 24 10:22:03 +0000 2025,"Boyolali bagian Teras emang secakep ini yahhh 😍

Ada yang sering main kesini?

(irmantaopik) https://t.co/CPbp17nE7f"
