created_at,text,is_kecelakaan
Fri Jun 27 05:41:03 +0000 2025,"Min mau nanya dong (sembunyikan nama saya ya 🙏)

porter stasiun tu emang ada tarifnya ya? dulu saya pernah sewa karna bawa koper besar banget tak kasih 25rb ga minta lebih, lebih ke orangnya ga liat uang yg saya kasih. Tapi barusan saya juga sewa porter, barang saya lebih sedikit dan ga seberat dan ga sejauh jalannya waktu awal saya pikir dikasih 20rb udah pantes dan memang ga ada lagi uang receh saya. Tapi orangnya minta lebih (30rb). Apa emang pantasnya segitu ya min. Semata saya ga terkesan pelit aja. 
Terimakasih",0.0
Fri Jun 27 05:16:50 +0000 2025,"Kowe ora bakal ngerti piye rasane pas aku nyobo jelaske opo seng gawe aku loro, tapi malah kowe mikire aku selalu  golek masalah gawe tukaran",0.0
Fri Jun 27 03:22:46 +0000 2025,"min, tadi jam 10.00 di St. Tugu diputar lagu kebangsaan Indonesia Raya dan saya Bangga sekali terutama untuk warga Jogja yang masih menyempatkan diri untuk sejenak berdiri menyanyikan lagu Indonesia Raya, walaupun ada beberapa golongan muda yang terlihat belum berdiri tapi saya sangat respect untuk lansia yang masih berdiri, Warga Jogja sangat keren ❤️‍🔥❤️‍🔥

(Fathanadzz_)",0.0
Fri Jun 27 02:54:04 +0000 2025,"[Breaking News] ada truk njeglong,
barusan.,,
9.40 WIB, 27 Juni 2025,
 di maguwo RT 16 banguntapan bantul,
samping konveksi enggar collection,
sekitaran utara SMA 1 Banguntapan,

agar hati hati jika lewat sini

(soranibrahim.7) https://t.co/csie36f0dh",1.0
Fri Jun 27 02:47:02 +0000 2025,"Kirab Pusaka 1 Suro Warsa Dal 1959 Karaton Surakarta Hadiningrat

(fr.ry) https://t.co/nbiyEYHIzt",0.0
Fri Jun 27 02:26:29 +0000 2025,"min tadi pagi pagi sekitar jam 5 pagi.. ada laka di lampu merah rs hardjolukito ringroad timur

(Dwiuwiu_) https://t.co/a0lwVUwhzg",1.0
Fri Jun 27 02:11:43 +0000 2025,"selamat pagi, izin menyampaikan aja yaa min untuk dishub atau llaj bahwasannya lampu apill perempatan brimob timoho itu banyak yang tertutup daun"" sehingga lampu apill ada yang tidak terlihat tolong bisa dibantu pemeliharaan 
terimakasih 🙏🏻

(Nanaslandd_) https://t.co/g1pSanDdzB",0.0
Fri Jun 27 01:44:22 +0000 2025,"Menginformasikan pukul 07.45 Wib laka tunggal R4 masuk jurang di jln wates KM 13 argosari sedayu,kronologi sementara karena sopir mengantuk.

(Yoga_karsa) https://t.co/g20yrwN9oJ",1.0
Fri Jun 27 00:43:45 +0000 2025,""" TOPO BISU ""

Mubeng Beteng Karaton Ngayogyakarta Hadiningrat | @praditsandy30 https://t.co/ZEEDRIVXpy",0.0
Fri Jun 27 00:38:06 +0000 2025,"Malam 1 Suro Tahun ini Bertepatan dengan Malam Jumat Kliwon, Malam 1 Suro Bertepatan dengan Jumat Kliwon baru akan terjadi 8 tahun lagi..

(dimasf175) https://t.co/k4WETy5ELN",0.0
Fri Jun 27 00:25:12 +0000 2025,"Izin melaporkan min, keadaan jln kayen raya selama kurleb 1 tahunan ini makin memprihatinkan, lubangnya makin membesad.. monggo dinas terkait untuk membantu menyelesaikan masalah tersebut, karena sangat membahayakan orang yang lewat terutama pengguna sepeda motor.. https://t.co/BlyrIaNppM",0.0
Thu Jun 26 19:18:58 +0000 2025,"Fomo ikut Mubeng Beteng tapi penasaran story dibalik tradisi ini? Tonton videonya.
Kalo salah nanti kita benerin lagi🫶

Source : Dinas Kebudayaan Kota Yogyakarta, SKDupark, Tempo &amp; Kompas.

(mahdirajiv) https://t.co/AnjsYW5ZXK",0.0
Thu Jun 26 19:02:44 +0000 2025,"[Breaking News] 01:54 Maling Hp dan uang di kurahan Margodadi seyegan  tertangkap , saat ini sudah ditangani pak polisi 

(Yhsff_) https://t.co/N3Jm1hdaws",0.0
Thu Jun 26 18:47:10 +0000 2025,"Hajad Dalem Mubeng Beteng untuk Mangayubagya Warsa Enggal atau Tahun Baru Jawa Dal 1959. Prosesi adat ini awalnya hanya dilakukan oleh keluarga kerajaan dan Abdi Dalem, tapi sejak tahun 2017 prosesi upacara ini dilepas dengan persetujuan dari GKR Mangkubumi, putri Sri Sultan Hamengkubuwana X",0.0
Thu Jun 26 18:24:47 +0000 2025,pantauan hybrid.. cctv malam ini  | @ynrvvib https://t.co/3GWPYYZHXy,0.0
Thu Jun 26 18:14:53 +0000 2025,"Mubeng Beteng, atau yang sering disebut Topo Bisu Lampah Mubeng Beteng, adalah sebuah ritual laku prihatin (tirakat) untuk menyambut malam 1 Suro, atau Tahun Baru dalam kalender Jawa.
.
26/6/2025

(atikakurniati82) https://t.co/1DTwQDAHdS",0.0
Thu Jun 26 17:51:12 +0000 2025,"[Breaking News] terjadi  kecelakaan andong ketabrak mobil didepan rskia bunda jam sekitar 00.35

(Valleeeeeennnnnnnn) https://t.co/G2OInV64pB",1.0
Thu Jun 26 17:46:44 +0000 2025,"[Breaking News] 00:39 Jalan Parangtritis macet , dari Jembatan Utara TPR sampai pesisir pantai 

(Dn_bagus2) https://t.co/gsRbd3cLVw",1.0
Thu Jun 26 17:40:28 +0000 2025,"00:37 suasana Alun alun utara Kraton Yogyakarta , dipadati warga yang ikut mubeng Beteng 

(https://t.co/To0WVCJcto) https://t.co/qjDR2bLmAY",0.0
Thu Jun 26 17:35:37 +0000 2025,"[Breaking News] Ribuan Masyarakat Ikuti Hajad Kawula Dalem Mubeng Beteng Malam 1 Suro di Yogyakarta

(berandajogja) https://t.co/bSyePqHtZr",0.0
Thu Jun 26 17:29:28 +0000 2025,"Hajad Kawula Dalem Mubeng Beteng dalam rangka memperingati Tahun Baru Jawa Dal 1959  diselenggarakan pada Kamis (26/06) malam Jumat, pukul 23.00 WIB.

(info_gunungkidul) https://t.co/HmrcRadYjQ",0.0
Thu Jun 26 16:49:33 +0000 2025,[Foto] suasana depan titik star mubeng Beteng sudah penuh sesak https://t.co/8hl4sju1gr,0.0
Thu Jun 26 16:49:05 +0000 2025,"Suasana di Kagungan Dalem Bangsal Pancaniti Kraton Ngayogyakarta Hadiningrat menjelang Prosesi Hajad Kawula Dalem Mubeng Beteng

(basori_anwar) https://t.co/1m9Mai06TW",0.0
Thu Jun 26 16:44:48 +0000 2025,"Suasana pantai Samas Bantul Malam ini 

(Rvdtyv) https://t.co/WJbkjqKCb9",0.0
Thu Jun 26 16:43:10 +0000 2025,"situasi terkini jalan mayjend sutoyo kirab mubeng beteng 23:25

(raihan_putranto ) https://t.co/x7BKPUeyfM",0.0
Thu Jun 26 16:35:27 +0000 2025,"LIVE REPORT MUBENG BENTENG
Satlantas Polresta Yogyakarta melaksanakan pengamanan kegiatan masyarakat Lampah Budaya Mubeng Benteng di wilayah Kota Yogyakarta.
SALAM TERTIB LALU LINTAS
@ Satlantas Polresta Yogyakarta 🇲🇨

(satlantasjogja) https://t.co/mdT0B8jwaM",0.0
Thu Jun 26 16:01:29 +0000 2025,"22:58 Mohon bantu share lur, buat temen2 yang malam ini mau ke arah Gunungkidul atau sebaliknya harap berhati-hati di area Sambipitu - Patuk, karena hampir disetiap tikungan banyak tumpahan solar https://t.co/t1v4P8VZit",0.0
Thu Jun 26 15:29:11 +0000 2025,"22:25 TPR Parangtritis terpantau ramai kendaraan malam ini 

(Dittaarin) https://t.co/rztKIaZjzw",0.0
Thu Jun 26 15:17:06 +0000 2025,"[Video] Sedekah gunung merapi boyolali

📍pendopo joglo lencoh selo boyolali

(aslicahboyolali) https://t.co/TukbNGk7jM",0.0
Thu Jun 26 14:05:59 +0000 2025,"Sesekali kalau kalian butuh Recharger Energy dateng aja ke pasar Bringharjo, sesekali temuin simbah simbah jasa gendong ajak mereka cerita dan jangan lupa berbagi sedikit buat mereka ya 🥰🙏

Sedikit cuplikan cerita tadi pagi dengan simbah jasa gendong (jujur lupa tadi siapa namanya 🥲)
Buat temen temen pejuang rupiah diluar sana, tetep sehat semangat dan jangan lupa terus bersyukur 🙏😊

(jennairaputri_p)",0.0
Thu Jun 26 13:34:02 +0000 2025,"Min kejadian lagi di Pakuwon mall.. parkir ga bener menghabiskan tempat parkir untuk 1 mobil aja. 

Kejadian hari Kamis, 26 Juni 2025 jam 20.00 https://t.co/iiRqHFzDsj",0.0
Thu Jun 26 13:27:21 +0000 2025,Malem 1 suro malem Jumat Kliwon,0.0
Thu Jun 26 12:56:39 +0000 2025,"Malam 1 Suro bukan malam biasa. Di Gunungkidul, suasananya beda. Pantai, hutan, hingga padepokan tiba-tiba ramai.

Warga berkumpul, duduk bersila, jalan kaki, hingga menggelar wayang kulit. Semua dalam suasana hening penuh makna.

Kundho Kebudayaan Gunungkidul, Agus Mantara mengatakan, ada beberapa lokasi yang rutin dipakai untuk kegiatan tirakatan saat malam 1 Suro.

(jogjadotnet)",0.0
Thu Jun 26 12:04:52 +0000 2025,"Seorang bapak warga Panggang, Gunungkidul, telah mencabuli anak kandungnya sendiri yang berusia 12 tahun atau masih duduk dibangku Sekolah Dasar. Pencabulan dilakukan dirumahnya sendiri, sang pelaku juga mengancam korban untuk tidak bercerita kepada orang lain maupun ibunya.

Pelaku telah ditangkap dan diamankan oleh petugas, pelaku dijerat minimal 5 tahun penjara dan maksimal 15 tahun penjara.

(sekilas_gunungkidul)",0.0
Thu Jun 26 11:16:57 +0000 2025,"Motor tertinggal 

Minta tolong kalau ada yang kenal sama mbaknya yang pakaian putih , helm putih , mohon diinfokan motornya tertinggal di warung mie ayam Sabrang kinanthi , datang sendiri sendiri pulangnya boncengan https://t.co/XwNmRIeDvN",0.0
Thu Jun 26 11:14:34 +0000 2025,"Mohon maaf admin
Mohon akun ini di sensor

Izin menginfokan 
Tadi siang sekitar jam 12 ketika saya lewat jalan sultan agung di area gedung ini terdapat orang yang sepertinya tunawisma sedang (maaf)🙏🏻 melakukan onan* 

Seperti nya bapak tersebut tidur dan menempati lokasi tersebut, mohon di bantu di sampaikan pada pihak terkait sebab rasanya kurang nyaman dan agak shock, di takutkan juga terjadi hal yang tidak di inginkan di kemudian hari akibat fantasi pelaku🙏🏻",0.0
Thu Jun 26 10:43:01 +0000 2025,"[Breaking News] Kereta KRL Jogja solo mengalami kerusakan di stasiun delanggu pada pukul 17.00, saat ini semua penumpang diturunkan sambil nunggu kereta pengganti dari Solo

#jogja #yogyakarta #merapiuncover #merapi #merapinews 

📸: hasansanz https://t.co/mRR9itoAVc",1.0
Thu Jun 26 11:00:01 +0000 2025,"✨️✨️Sore hari kota Jogja emang buat candu.
Kenangan apa yang kamu pernah dapatkan di kota ini..?
.
.
#yogyakarta #fypシ
(alga_fitrian) https://t.co/WKlLyk83SW",0.0
Thu Jun 26 10:18:40 +0000 2025,"Kirab Budaya Ngarak Siwur ,2025.

Kirab budaya ngarak siwur diadakan setiap
bulan suro atau Muharom menjelang
diadakannya acara nguras enceh di makam
raja-raja imogiri.

📍Imogiri .Bantul

(ibnumurti) https://t.co/zawjA4muxk",0.0
Thu Jun 26 09:57:50 +0000 2025,"[Breaking News] 16:45 terjadi laka antara mobil dengan mobil box sore ini di dekat ISI jalan Parangtritis Yogyakarta 

(Menilprttw) https://t.co/8xThZlWEll",1.0
Thu Jun 26 09:57:27 +0000 2025,"Asal Mula dan Pendirian:

Abad ke-9 Masehi: Candi Sojiwan diperkirakan dibangun pada masa Kerajaan Mataram Kuno, sekitar pertengahan abad ke-9, antara tahun 842 dan 850 Masehi.
Penghormatan untuk Nenek Raja: Candi ini didirikan sebagai bentuk penghormatan dari Raja Dyah Balitung (yang memerintah Mataram Kuno antara 899-911 Masehi) untuk neneknya yang bernama Nini Haji Rakryan Sanjiwana. Hal ini menunjukkan kerukunan antar umat beragama pada masa itu, di mana raja yang beragama Hindu membangun candi Buddha untuk neneknya.
Fungsi: Sebagai candi Buddha, Candi Sojiwan berfungsi sebagai tempat pemujaan, meditasi, dan juga sebagai media pembelajaran spiritual. Relief-reliefnya yang sarat akan kisah fabel dengan pesan moral agama Buddha menunjukkan peran pentingnya dalam kegiatan keagamaan dan pendidikan masyarakat kala itu. #candi #fpv

(rk_fpv)",0.0
Thu Jun 26 09:18:22 +0000 2025,"Dari pagi sampai sore simbah jasa gendong di pasar Bringharjo ini cuma bisa dapat 3 orang yang bisa memakai jasa gendongnya beliau 🥲

Beliau berangkat pagi dari kulonprogo naik bus sampai pasar Bringharjo, temen-temen kalau belanja di Pasar Bringharjo jangan lupa untuk berbagi dengan simbah-simbah jasa gendong ini ya. Walaupun sebenarnya kita bisa bawa sendiri, paling tidak bisa meringankan beliau-beliau ini untuk bisa makan dihari esok 🥲😭

#fyp #jasagendong #pasarbringharjo #jasagendongpasarbringharjo #jogja #jogjaistimewa #réel #jogjahits

(jennairaputri_p)",0.0
Thu Jun 26 08:53:29 +0000 2025,"Mbah Burger kembali😍
Sebelum puasa Simbah jatuh di toko depan pasar gentan waktu beli gula.Stlh 4 bulan istirahat akhirnya mulai awal juni kemaren mulai jualan kembali, 
tapi gak keliling lagi.Simbah jualan di depan alfamart Jl.Kaliurang km 11.Ayo dilarisi lagi | @prama_syara https://t.co/cFeYThNjFI",0.0
Thu Jun 26 08:12:49 +0000 2025,"Kejaksaan Negeri Sleman melaksanakan pemusnahan barang bukti yang telah berkekuatan hukum tetap (inkracht).

Pemusnahan ini merupakan bagian dari penegakan hukum dan komitmen kami dalam menegakkan keadilan serta memastikan barang bukti tidak disalahgunakan.

Langkah ini merupakan bentuk akuntabilitas dan transparansi kami kepada masyarakat.

(kejari_sleman)",0.0
Thu Jun 26 07:37:58 +0000 2025,"AWAS BAHAYA LOVE SCAMMING DAN PENIPUAN MENGHAPUS UTANG PINJOL
.
Ditreskrimsus Polda DIY berhasil mengungkap penipuan dengan modus menghapus utang pinjol serta love scamming.
.
Selengkapnya dapat anda simak di https://t.co/RoKRVsoEzT dan media sosial resmi https://t.co/C2NgTH1J0b",0.0
Thu Jun 26 03:51:13 +0000 2025,"Jajaran Satreskoba Polres Gunungkidul, berhasil mengamankan setidaknya ada 285 botol miras dari berbagai merk. Kini ratusan botol tersebut disita petugas dan kemudian nantinya akan di musnahkan.

(sekilas_gunungkidul) https://t.co/nfLc6C9OfF",0.0
Thu Jun 26 03:34:24 +0000 2025,"🌊 Tahukah kamu?
Membuang sampah ke sungai bukan hanya merusak lingkungan, tapi juga bisa menyebabkan banjir, pencemaran air, bahkan penyakit!

💬 Satpol PP Kota Yogyakarta mengajak seluruh warga untuk:

🚫 Jangan buang sampah ke sungai!
✅ Buang sampah di tempatnya
✅ Ajak keluarga dan tetangga ikut peduli

Lingkungan bersih dimulai dari tindakan kecil.
Yuk, bersama kita jaga Kota Yogyakarta agar tetap bersih, sehat, dan nyaman untuk semua.

Video by dokterhasto

(satpolppkotayogyakarta)",0.0
Thu Jun 26 03:30:32 +0000 2025,"Ada lubang min, membahayakan motor di daerah pertigaan bibis ambarketawang Gamping Sleman

(_fadhilakbar) https://t.co/RDReVF8ppU",0.0
Thu Jun 26 03:22:24 +0000 2025,"Kecanduan Judi Online, Penjambret yang Beraksi 8 kali ini Dibekuk Polisi

Polisi berhasil membekuk pelaku penjambretan yang menyasar ibu-ibu dan anak-anak perempuan yang mengenakan perhiasan. Bahkan pelaku telah beraksi sebanyak delapan kali di wilayah Kabupaten Bantul.

Kasi Humas Polres Bantul, AKP I Nengah Jeffry Prana Widnyana mengatakan, kejadian bermula saat terjadi penjambretan kalung emas di Jalan Samas, Sanden, Bantul.

""Korban kemudian membuat laporan polisi ke Polsek Sanden dan akhirnya pelaku dapat diamankan di wilayah Kulonprogo,"" katanya saat jumpa pers di Polres Bantul, Rabu (25/6/2025).

Setelah dilakukan permeriksaan, pelaku yang berinisial AFP (29) warga Galur, Kulonprogo ini, juga mengakui telah melakukan aksi yang sama sebelumnya, yaitu pada hari Kamis tanggal 5 Juni 2025 di Jalan Piring Murtigading, Sanden, Bantul dan mendapatkan hasil berupa 1 (satu) buah kalung emas.

Selain menyita barang bukti berupa satu kalung emas, polisi juga menyita barang bukti lainnya berupa sepeda motor dan pakaian yang dia kenakan saat beraksi.

""Motif pelaku adalah karena kecanduan judol dan akhirnya tidak bisa memenuhi kebutuhan sehari-hari,"" ucapnya.

Modus yang dipakai oleh pelaku yaitu pelaku yang mengendarai sepeda motor seorang diri lalu mencari sasarannya terutama ibu-ibu dan anak-anak perempuan yang mengenakan perhiasan berupa kalung emas.

“Pelaku memepet korbannya kemudian secara paksa merampas kalung yang dikenakan korban,” imbuhnya.

Dari pengakuan tersangka bahwa dia telah melakukan aksi penjambretan tersebut sebanyak kurang lebih 8 (delapan) kali selama kurun waktu bulan Desember 2024 sampai dengan bulan Juni 2025.

“Untuk tempatnya di antaranya wilayah hukum Sanden, Srandakan, Bambanglipuro, dan Bantul kota,” ungkapnya.

Untuk mempertanggungjawabkan perbuatannya, AFP dijerat Pasal 365 Ayat (1) KUHP tentang pencurian dengan kekerasan.
""Ancaman hukumannya maksimal sembilan tahun penjara,"" tandasnya.

(polresbantuldiy)",0.0
Thu Jun 26 01:55:20 +0000 2025,"Jumbo emang se-Jumbo itu ya

Gas langsung abadikan untuk foto-foto dengan Jumbo
.
.
.
📍Stasiun Yogyakarta

(adikaprayudi) https://t.co/OliGJMlWsu",0.0
Thu Jun 26 01:47:33 +0000 2025,"Lapor min, Hari ini kamis 26 juni nyari parkiran di YIA susah malah liat orang  Parkir kayak gitu https://t.co/XIge6F6X1e",0.0
Thu Jun 26 01:24:32 +0000 2025,"""1 Suro dan Jumat Kliwon baru akan bersamaan menunggu 8 tahun lagi, sudah ditentukan di Penanggalan Sultan Agungan, itu sudah pasti.

Keberangkatan akan dimulai dari Bangsal Ponconiti,Kompleks Kamandungan Lor (keben),Keraton Yogyakarta.

Menjaga Keheningan,Ketertiban,Busana Rapi,Tidak menggunakan Celana Pendek,Tidak berkata Kasar meski sudah selesai.

(bliwae)",0.0
Thu Jun 26 01:02:36 +0000 2025,"""Menelusuri asrinya desa di sekitar Candi Plaosan dengan sepeda, berkebaya atau berjarik ala Jawa tempo dulu. Harmoni budaya, alam, dan sejarah menyatu dalam setiap kayuhan.""

(candi.plaosan) https://t.co/JH1K87KLOx",0.0
Thu Jun 26 01:00:09 +0000 2025,"""Mount Merapi is a volcano in Indonesia. It is on the island of Java. It is conical in shape. It is the most active volcano of Indonesia.""

•
Shot on DJI Mavic 4 Pro by @dji.era

(novian_altelucav) https://t.co/Q8Lpfh5YUi",0.0
Thu Jun 26 00:05:03 +0000 2025,"halo min, minta tolong di up buat pengendara yg lewat jalan godean, ada kabel melintang di timur mirota godean. semoga segera ditangani pihak terkait. 

mohon maaf ga ada foto min, tadi pas naik transjogja. 🙏🏻",0.0
Wed Jun 25 23:46:24 +0000 2025,"📍Perempatan Pelem Gurih, Ring Road Barat, Gamping, Kab. Sleman

Pemandangan seperti ini sangat mudah ditemui di area ini. Selain menggunakan CCTV, semoga ke depan dashcam atau laporan dari masyarakat dapat menjadi pertimbangan untuk melakukan penindakan e-TLE.

(dashcam.jogja)",0.0
Wed Jun 25 23:43:18 +0000 2025,"Libur sekolah, kota jogja mulai dipadati wisatawan.
Puncak libur sekolah di Malioboro, Yogyakarta, diperkirakan akan terjadi pada akhir Juni hingga awal Juli 2025, khususnya pada periode libur sekolah yang dimulai tanggal 23 Juni dan berakhir 12 Juli.

Selamat liburan, libur telah tiba horeee.

📌 Stasiun tugu jogja

(amri_faris)",0.0
Wed Jun 25 23:43:08 +0000 2025,"[KABAR NPCI DIY 2025 - Resmi Diluncurkan! Logo, Maskot, dan Jingle PEPARDA IV DIY 2025 Siap Guncang Gunungkidul]

NPCI Daerah Istimewa Yogyakarta bersama Pemerintah Kabupaten Gunungkidul, Panitia Pelaksana Porda-Peparda Gunungkidul, dan NPCI Kabupaten Gunungkidul menyelenggarakan kegiatan Launching Logo, Maskot, dan Jingle PEPARDA IV DIY 2025 pada Selasa, 24 Juni 2025. Acara berlangsung meriah di Pendopo Taman Budaya Gunungkidul.

Acara ini menjadi momentum penting dalam menyemarakkan semangat persiapan menuju PEPARDA IV DIY yang akan digelar di Kabupaten Gunungkidul. Peluncuran secara resmi dilakukan oleh Bupati Gunungkidul, Endah Subekti Kuntariningsih, S.E., M.P., yang turut memberikan sambutan sekaligus menyampaikan dukungan penuh Pemkab Gunungkidul terhadap perhelatan olahraga bagi atlet difabel ini.

Sambutan pertama disampaikan oleh Ketua Panitia Pelaksana Porda-Peparda Gunungkidul, Chairul Agus Mantara, S.IP., M.M., yang menyampaikan pentingnya sinergi antar pihak dalam menyukseskan ajang olahraga inklusif ini. Dilanjutkan sambutan oleh perwakilan NPCI DIY, yaitu Sekretaris NPCI DIY Sudartik 2025, yang menekankan bahwa peluncuran ini bukan hanya simbolisasi, namun juga pemantik semangat seluruh pihak untuk menciptakan penyelenggaraan yang berkesetaraan, bermartabat, dan membanggakan.

Kegiatan ini juga dimeriahkan dengan penampilan jingle resmi PEPARDA IV DIY 2025 dan pengenalan maskot serta logo yang menggambarkan semangat sportivitas, budaya lokal, dan semangat para atlet difabel.

Dengan diluncurkannya logo, maskot, dan jingle ini, PEPARDA IV DIY 2025 resmi memasuki fase promosi dan kampanye publik menuju penyelenggaraan yang lebih inklusif, meriah, dan berkesan.

(npc_diy)",0.0
Wed Jun 25 23:34:53 +0000 2025,RT @sansirofisipol: lampu merah jalan Persatuan dari arah utara ke selatan udah mati semingguan deh kayaknya(?) stay safe guys!!,0.0
Wed Jun 25 17:22:23 +0000 2025,"Pukul 23:34 ada ramai ramai di Jalan Kaliurang KM 6, Menurut informasi yang kami terima, ada yang tonjok tonjokan, saat info ini diunggah keadaan  sudah kondusif , sudah ada petugas kepolisian & banyak warga yang ikut melerai.

Tetap hati hati dan diakehi sabare lur ..

#Jogja #Yogyakarta #merapi #merapiuncover #merapinews",0.0
Wed Jun 25 16:42:33 +0000 2025,"Saatnya mengeluarkan kata kata

Tulung nek koncomu mbuh Lanang opo wedok ketok lesu tur ora semangat dijak ngobrol ora di nengke wae

Meskipun Kowe ora isoh ngenehi solusi sak ora orane isoh dadi tempat berkeluh kesah koncomu kuwi.
Ben ora kedadeyan hal hal sek ora di pengeni",0.0
Wed Jun 25 16:09:00 +0000 2025,"Min tolong di infokan info untuk warga sekitar donoharjo ngaglik sleman. Untuk berhati hati, soalnya adek saya Perempuan  sepulang kerja hari ini pukul 20.00 wib lebih di daerah tersebut terkena begal PD, untuk motornya jenis vixion, plat masih belum di ketahui, ciri fisik gendut warna kulit gelap mohon untuk di share untuk mencegah bertambahnya korban. 

Jadi sepulang kerja dari pabrik sgi krandon adek saya melintas dari arah barat sebelum smp 1 ngaglik, daerah tersebut minim pencahayaan, adek saya sudah mendapati gerak-gerik aneh dari pelaku, trus dipepet, terjadilah pembegalan remas PD, saat mencoba mengejar, motor adek saya nggak sanggup mengikuti kendaraan pelaku, sebelum sd dohoharjo, pelaku belok arah ke utara mas,lalu menghilang dari pandangan adek saya.",0.0
Wed Jun 25 15:15:49 +0000 2025,"Polda DIY Ungkap Hasil KRYD Penanganan Miras Ilegal, 36 Tersangka Diamankan

Rabu, 25 Juni 2025 | @PoldaJogja https://t.co/vwugj1322T",0.0
Wed Jun 25 14:41:36 +0000 2025,"""Candi Plaosan tak hanya memancarkan keagungan sejarah, tapi juga menghadirkan kirana cahaya yang jatuh lembut di bawah pohon Pule dan Bodhi — simbol harmoni alam dan spiritual. Di sinilah keheningan bercerita, dalam bahasa cahaya dan bayang.""

(candi.plaosan) https://t.co/LAAlxn8qc9",0.0
Wed Jun 25 14:26:41 +0000 2025,"Jembatan janti arah blok o macet, ada laka truck terguling | @Aan_FNH https://t.co/QJa1iQx0U7",1.0
Wed Jun 25 13:59:03 +0000 2025,"[Breaking News] 20:56 Situasi jln malioboro macet poll lur

(Frlswdy_) https://t.co/tIccggfUvM",1.0
Wed Jun 25 13:30:18 +0000 2025,"[Breaking News] lagi wae truck terguling nganggut sembako (minyak goreng)

depan Qhomemart, maju ke selatan 20mtr, rupanya senggolan dgn mobil putih

(Suseno_yudi_r) https://t.co/qRyHwuOitI",1.0
Wed Jun 25 13:23:39 +0000 2025,"Min tolong di loloskan untuk pemebelajaran, kmrn malam 24/06/2025 

Kejadian yg cukup membahayakan dr seorang pengendara motor yang melawan arah. Hampir mengakibatkan tabrakan beruntun krn saya rem mendadak. Untung kendaraan di belakang saya jaga jarak, bs ngerem dan menghindar. 

Maksih min",1.0
Wed Jun 25 13:13:19 +0000 2025,"Laku Tapa Brata abdi dalem hargo merapi 

Suro Sabtu 5 Juli 2025 di petilasan Mbah Maridjan Kinahrejo Umbulharjo Cangkringan  (Untuk Umum) https://t.co/6VDSzw1cdU",0.0
Wed Jun 25 12:49:17 +0000 2025,"RT @nabilaamayy_: ‼️BARANG HILANG‼️

Dompet kulit coklat
Lokasi hilang sekitar Tapanrejo-Mustokorejo (jl raya tajem, maguwoharjo) 
Waktu pe…",1.0
Wed Jun 25 12:48:26 +0000 2025,"Halo min , adakah disini yg pernah ikut acara lampah ratri pura pakualaman? Mau tanya nih kalau pas ikut lampah ratri gitu sebenernya hal apa aja yg tidak diperbolehkan selama mengikuti kgiatan tsb? 

Terimakasih 🙏🏻🙏🏻 | @Ikan_KuahKuning",0.0
Wed Jun 25 12:47:16 +0000 2025,"Bantu loloskan min 
Jalan kabupaten 
Ada proyek bawa tanah, tanahnya banyak yg jatuh di jalan mengakibatkan jalan kotor dan berdebu 
Sudah dari kemarin tidak ada yg membersihkan dari semoga yg bawa tanah atau yg punya proyek sadar dan mau membersihkan https://t.co/Vl1NS3JlFt",0.0
Wed Jun 25 12:44:30 +0000 2025,"🌾🔥 *FesDolPan 2025 – Serunya Dolanan Tradisional & Panen Brambang!*🔥🌾

Yuk, nostalgia bareng di Festival Dolanan dan Panen Brambang di Bukit Brambang, Nawungan!🌟

Main egrang, gejog lesung, kerajinan janur, sampai panen bawang merah langsung dari ladang! 🤩🧅✨

Jangan lupa catat tanggalnya :
📅 28-29 Juni 2025
🕗 08.00 – 13.00 WIB
📍 Bukit Bawang Merah, Nawungan
🎟️ Rp 189.999/orang (promo spesial 10 orang pertama: Rp 169.999!)

💥 Fasilitas lengkap:
✔️ Welcome drink & snack tradisional
✔️ Makan siang ndeso
✔️ Pemandu wisata
✔️ Lintas gerobak kawul
✔️ Dokumentasi kece

📞 Reservasi: 0858-8031-5634 / 0812-2652-3473
📲 IG: @pesona_nawungan
📲 IG: @fesdolpan

💬 Jangan sampai ketinggalan! Rasakan serunya budaya dan alam dalam satu paket yang bikin hati adem dan memori jadi manis 🍃📸",0.0
Wed Jun 25 12:22:23 +0000 2025,"Izin cerita min. Tadi sebelum Maghrib, ada kecelakaan di depan kos saya daerah Pandowoharjo,Sleman. Kecelakaan antara mobil Agya kuning dan motor Kawasaki hijau. Mobil Agya sudah nyalain lampu sign kanan mau belok kos untuk pulang. TPI dari arah pakem ke beran kenceng laki"" 2orang boncengan naik Kawasaki TANPA HELM. Mobil depan smpai hancur+kaca pecah dan orang yg naik motor yg depan tergeletak masih setengah sadar+berlumur darah. Sudah dibawa ambulance,dan yg punya mobil Agya kuningpun bertanggung jawab. Mohon hati"" jika berkendara. Utamakan keselamatan diri sendiri dan orang lain. Dan pakailah helm. Mohon di anonim min nama akun saya. Trimakasih.",1.0
Wed Jun 25 11:14:44 +0000 2025,"“Candi Prambanan”
.
.
Simbol cinta sejati antara Bandung Bondowoso &amp; Roro Jongrang

(saragih_erick) https://t.co/fgZiBehnPQ",0.0
Wed Jun 25 10:39:50 +0000 2025,"Fly Over Jombor ketika sore hari

(dronejogjaofficial) https://t.co/sXEzNvKLuW",0.0
